location,lat,lon,gauge_id,gauge_name
936.0,54.03,-2.92,936.0,HEYSHAM
937.0,76.15,152.83,937.0,ZHOHOVA
950.0,-34.05,23.05,950.0,KNYSNA
952.0,35.63,139.75,952.0,SIBAURA
953.0,-16.92,145.78,953.0,CAIRNS
954.0,34.78,126.38,954.0,MOKPO
955.0,35.1,129.04,955.0,BUSAN
956.0,37.45,126.59,956.0,INCHEON
957.0,-35.03,117.89,957.0,ALBANY
958.0,43.4,3.7,958.0,SETE
960.0,38.34,-0.48,960.0,ALICANTE
970.0,35.15,128.65,970.0,CHINHAE
979.0,32.13,121.62,979.0,LUSI
980.0,43.11,5.91,980.0,TOULON
981.0,36.15,-5.36,981.0,GIBRALTAR
982.0,50.37,-4.19,982.0,DEVONPORT
983.0,-12.12,96.89,983.0,COCOS_ISLAND
984.0,52.17,-128.13,984.0,BELLA_BELLA
985.0,36.54,-6.29,985.0,CADIZ_III
996.0,-39.06,174.03,996.0,PORT_TARANAKI
997.0,35.5,129.39,997.0,ULSAN
998.0,-44.39,171.26,998.0,TIMARU_HARBOUR
1000.0,69.42,-132.97,1000.0,TUKTOYAKTUK
1001.0,18.46,-66.11,1001.0,SAN_JUAN
1002.0,22.98,88.4,1002.0,TRIBENI
1003.0,18.8,105.77,1003.0,HONNGU
1006.0,79.43,102.48,1006.0,PESCHANYI
1007.0,39.17,127.45,1007.0,WONSAN
1009.0,45.55,13.72,1009.0,KOPER
1011.0,13.57,-89.83,1011.0,ACAJUTLA
1012.0,80.62,58.05,1012.0,KRENKELIA
1013.0,34.35,-119.44,1013.0,RINCON_ISLAND
1018.0,28.38,129.5,1018.0,NASE_II
1019.0,73.15,128.88,1019.0,SAGYLLAH-ARY
1020.0,22.25,-97.8,1020.0,CIUDAD_MADERO
1026.0,34.9,136.82,1026.0,ONISAKI
1027.0,43.21,140.86,1027.0,OSHORO_II
1028.0,34.35,132.46,1028.0,HIROSIMA
1030.0,32.64,-16.91,1030.0,FUNCHAL
1031.0,-28.78,114.6,1031.0,GERALDTON
1032.0,-22.9,-43.17,1032.0,ILHA_FISCAL
1033.0,-38.37,145.22,1033.0,STONY_POINT
1034.0,22.44,114.18,1034.0,TAI_PO_KAU
1036.0,54.62,8.38,1036.0,AMRUM
1037.0,53.56,6.75,1037.0,BORKUM
1038.0,26.55,-97.42,1038.0,PORT_MANSFIELD
1049.0,5.62,0.0,1049.0,TEMA
1060.0,34.07,139.48,1060.0,MIYAKE_SIMA
1061.0,34.21,139.13,1061.0,KOZU_SIMA
1062.0,33.86,132.71,1062.0,MATSUYAMA_II
1064.0,34.62,138.88,1064.0,MINAMI_IZU
1065.0,-35.76,174.35,1065.0,WHANGAREI_HARBOUR
1066.0,33.53,126.54,1066.0,JEJU
1067.0,61.24,-149.89,1067.0,ANCHORAGE
1068.0,41.17,-73.18,1068.0,BRIDGEPORT
1069.0,-35.56,138.64,1069.0,VICTOR_HARBOUR
1070.0,59.44,-151.72,1070.0,SELDOVIA
1071.0,50.72,-127.48,1071.0,PORT_HARDY
1072.0,8.75,78.2,1072.0,TUTICORIN
1074.0,56.02,-3.45,1074.0,ROSYTH
1075.0,42.08,19.08,1075.0,BAR
1078.0,47.13,-2.25,1078.0,POINTE_ST. GILDAS
1080.0,15.7,-88.62,1080.0,SANTO_TOMAS_DE_CASTILLA
1089.0,34.68,137.61,1089.0,MAISAKA
1090.0,33.56,135.9,1090.0,URAGAMI
1091.0,34.79,139.39,1091.0,OKADA
1093.0,38.47,139.25,1093.0,AWA_SIMA
1094.0,33.62,130.41,1094.0,HAKATA
1095.0,36.2,133.33,1095.0,SAIGO
1096.0,30.73,130.99,1096.0,NISINOOMOTE
1097.0,31.02,130.69,1097.0,ODOMARI
1098.0,34.34,134.91,1098.0,SUMOTO
1099.0,34.66,135.43,1099.0,OSAKA
1100.0,32.73,129.87,1100.0,NAGASAKI
1101.0,32.7,128.85,1101.0,FUKUE
1102.0,32.98,130.22,1102.0,OURA
1103.0,45.41,141.69,1103.0,WAKKANAI
1104.0,44.02,144.29,1104.0,ABASHIRI
1105.0,29.84,129.85,1105.0,NAKANO_SIMA
1106.0,26.65,-81.87,1106.0,FORT_MYERS
1107.0,26.13,-81.81,1107.0,NAPLES
1108.0,37.55,129.12,1108.0,MUKHO
1109.0,58.44,-3.09,1109.0,WICK
1111.0,41.28,-70.1,1111.0,NANTUCKET_ISLAND
1112.0,57.9,-5.16,1112.0,ULLAPOOL
1113.0,59.0,9.86,1113.0,HELGEROA
1114.0,-33.87,121.9,1114.0,ESPERANCE
1115.0,-24.9,113.65,1115.0,CARNARVON
1116.0,-15.45,128.1,1116.0,WYNDHAM
1118.0,-41.18,146.36,1118.0,DEVONPORT
1121.0,45.68,-62.7,1121.0,PICTOU
1128.0,69.08,76.85,1128.0,ANTIPAIUTA
1146.0,34.08,136.21,1146.0,OWASE
1147.0,33.16,129.72,1147.0,SASEBO_II
1148.0,35.59,134.32,1148.0,TAJIRI
1149.0,39.64,141.98,1149.0,MIYAKO_II
1150.0,33.68,135.38,1150.0,SHIRAHAMA
1151.0,26.21,127.67,1151.0,NAHA
1152.0,48.65,-123.45,1152.0,PATRICIA_BAY
1153.0,38.97,-74.96,1153.0,CAPE_MAY
1154.0,-24.77,152.38,1154.0,BUNDABERG
1155.0,34.75,127.77,1155.0,YEOSU
1156.0,30.25,-88.08,1156.0,DAUPHIN_ISLAND
1157.0,-12.67,141.87,1157.0,WEIPA
1158.0,43.83,-66.13,1158.0,YARMOUTH
1159.0,-18.0,122.22,1159.0,BROOME
1160.0,-13.86,136.42,1160.0,MILNER_BAY
1161.0,20.27,86.7,1161.0,PARADIP
1162.0,23.1,-82.47,1162.0,SIBONEY
1164.0,-4.2,152.18,1164.0,RABAUL
1190.0,36.25,136.15,1190.0,MIKUNI
1191.0,35.13,140.25,1191.0,KATSUURA
1193.0,29.73,-84.98,1193.0,APALACHICOLA
1194.0,42.35,140.95,1194.0,MURORAN
1195.0,-33.91,18.43,1195.0,CAPE_TOWN
1196.0,44.62,-124.04,1196.0,SOUTH_BEACH
1197.0,54.99,9.99,1197.0,FYNSHAV
1199.0,49.13,-66.48,1199.0,STE-ANNE-DES-MONTS
1200.0,70.15,72.57,1200.0,SE-LAHA
1209.0,34.24,132.55,1209.0,KURE_IV
1210.0,34.04,131.8,1210.0,TOKUYAMA_II
1211.0,62.36,17.53,1211.0,SPIKARNA
1212.0,33.23,132.55,1212.0,UWAJIMA_II
1213.0,49.0,-64.38,1213.0,RIVIERE-AU-RENARD
1214.0,51.21,-4.11,1214.0,ILFRACOMBE
1215.0,54.84,-5.12,1215.0,PORTPATRICK
1216.0,-42.55,147.93,1216.0,SPRING_BAY
1217.0,7.1,171.37,1217.0,MAJURO-B
1218.0,49.23,-68.13,1218.0,BAIE_COMEAU
1232.0,35.49,24.08,1232.0,SOUDHAS
1233.0,37.13,26.85,1233.0,LEROS
1234.0,37.44,24.95,1234.0,SIROS
1236.0,57.68,11.79,1236.0,GOTEBORG - TORSHAMNEN
1237.0,38.47,23.59,1237.0,KHALKIS_NORTH
1238.0,40.84,25.88,1238.0,ALEXANDROUPOLIS
1239.0,38.83,20.71,1239.0,LEVKAS
1240.0,37.64,21.32,1240.0,KATAKOLON
1241.0,64.86,11.23,1241.0,RORVIK
1242.0,48.85,-125.13,1242.0,BAMFIELD
1243.0,36.44,28.24,1243.0,RHODOS
1245.0,49.2,-122.92,1245.0,NEW  WESTMINSTER
1246.0,-21.28,149.3,1246.0,HAY_POINT
1247.0,47.64,-3.45,1247.0,PORT_TUDY
1248.0,1.23,103.65,1248.0,SULTAN_SHOAL
1249.0,15.42,73.8,1249.0,MORMUGAO
1250.0,38.42,21.73,1250.0,PATRAI
1252.0,7.33,134.47,1252.0,MALAKAL-B
1253.0,-23.12,-134.97,1253.0,RIKITEA
1255.0,49.12,-123.18,1255.0,STEVESTON
1263.0,34.61,138.22,1263.0,OMAEZAKI_II
1264.0,39.94,139.71,1264.0,OGA
1265.0,32.02,130.19,1265.0,AKUNE
1266.0,40.53,141.53,1266.0,HACHINOHE_II
1267.0,70.98,25.97,1267.0,HONNINGSVAG
1268.0,-10.6,141.91,1268.0,BOOBY_ISLAND
1269.0,43.34,-124.32,1269.0,CHARLESTON_II
1270.0,22.03,88.1,1270.0,HALDIA
1271.0,-54.82,-68.22,1271.0,USHUAIA_II
1272.0,-27.15,-109.47,1272.0,EASTER_ISLAND-E
1274.0,-12.05,-77.15,1274.0,CALLAO_2
1275.0,1.3,103.72,1275.0,JURONG
1293.0,33.27,131.69,1293.0,OITA_II
1294.0,48.36,-4.78,1294.0,LE_CONQUET
1295.0,38.57,-76.07,1295.0,CAMBRIDGE_II
1296.0,42.17,142.77,1296.0,URAKAWA_II
1297.0,21.9,-84.9,1297.0,CABO_DE_SAN_ANTONIO
1299.0,46.22,-60.25,1299.0,NORTH_SYDNEY
1300.0,-10.51,142.31,1300.0,INCE_POINT
1301.0,47.87,-3.91,1301.0,CONCARNEAU
1306.0,34.43,131.42,1306.0,HAGI
1318.0,33.47,129.85,1318.0,KARIYA
1320.0,33.33,133.24,1320.0,KURE_I
1321.0,47.3,-53.98,1321.0,ARGENTIA
1322.0,50.2,-66.4,1322.0,SEPT-ILES
1323.0,50.02,-125.23,1323.0,CAMPBELL_RIVER
1324.0,36.05,129.38,1324.0,POHANG
1325.0,48.11,-122.76,1325.0,PORT_TOWNSEND
1328.0,-20.59,117.19,1328.0,CAPE_LAMBERT
1329.0,-2.82,-171.72,1329.0,KANTON_ISLAND-B
1343.0,34.9,139.13,1343.0,ITO_II
1344.0,37.81,138.28,1344.0,OGI
1345.0,37.83,140.96,1345.0,SOMA
1346.0,39.27,141.89,1346.0,KAMAISI_II
1347.0,48.72,-3.97,1347.0,ROSCOFF
1349.0,47.08,-64.88,1349.0,LOWER_ESCUMINAC
1350.0,60.68,-151.4,1350.0,NIKISKI
1351.0,1.17,103.75,1351.0,RAFFLES_LIGHT_HOUSE
1352.0,36.6,-121.89,1352.0,MONTEREY
1353.0,61.12,-146.36,1353.0,VALDEZ
1354.0,46.71,-123.97,1354.0,TOKE_POINT
1355.0,22.88,-109.9,1355.0,CABO_SAN_LUCAS
1356.0,22.53,120.32,1356.0,KAOHSIUNG_II
1364.0,39.02,141.75,1364.0,OFUNATO_II
1365.0,38.21,128.59,1365.0,SOKCHO
1366.0,22.49,114.01,1366.0,TSIM_BEI_TSUI
1367.0,-33.01,137.59,1367.0,WHYALLA_III
1368.0,-10.56,142.15,1368.0,GOODS_ISLAND
1369.0,21.95,88.02,1369.0,GANGRA
1370.0,6.98,158.23,1370.0,POHNPEI-B
1371.0,1.98,-157.48,1371.0,CHRISTMAS_ISLAND_II
1372.0,23.87,-166.28,1372.0,FRENCH_FRIGATE_SHOALS
1373.0,-9.43,159.95,1373.0,HONIARA_II
1386.0,32.61,130.2,1386.0,KUCHINOTSU
1387.0,35.48,135.39,1387.0,MAIZURU_II
1388.0,26.18,127.82,1388.0,OKINAWA
1389.0,36.76,137.22,1389.0,TOYAMA
1390.0,33.27,134.16,1390.0,MUROTOMISAKI
1391.0,27.08,142.18,1391.0,CHICHIJIMA
1393.0,18.34,-64.92,1393.0,CHARLOTTE_AMALIE
1394.0,37.99,-122.98,1394.0,POINT_REYES
1395.0,22.47,69.08,1395.0,OKHA
1397.0,-17.53,-149.57,1397.0,PAPEETE-B
1399.0,72.0,129.12,1399.0,BYKOV_MYS
1403.0,39.0,117.72,1403.0,TANGGU
1404.0,35.38,119.55,1404.0,SHIJIUSUO
1405.0,34.75,119.45,1405.0,LIANYUNGANG
1406.0,22.75,115.35,1406.0,SHANWEI
1408.0,21.48,109.08,1408.0,BEIHAI
1420.0,-33.93,137.62,1420.0,WALLAROO_II
1421.0,78.93,11.94,1421.0,NY-ALESUND
1422.0,19.3,-81.32,1422.0,NORTH_SOUND
1423.0,12.92,74.8,1423.0,MANGALORE
1426.0,19.27,-81.38,1426.0,SOUTH_SOUND
1428.0,20.02,110.28,1428.0,HAIKOU
1437.0,34.81,138.76,1437.0,TAGO
1438.0,34.87,138.33,1438.0,YAIZU
1440.0,33.13,139.8,1440.0,KAMINATO_II
1441.0,38.46,23.59,1441.0,KHALKIS_SOUTH
1442.0,43.28,145.57,1442.0,HANASAKI_II
1444.0,33.66,-78.92,1444.0,SPRINGMAID_PIER
1445.0,35.02,128.81,1445.0,GADEOKDO
1446.0,34.83,128.43,1446.0,TONGYEONG
1447.0,17.69,-64.75,1447.0,LIME_TREE_BAY
1448.0,54.06,14.0,1448.0,KOSEROW
1449.0,13.77,109.25,1449.0,QUINHON
1450.0,-9.02,-158.07,1450.0,PENRHYN
1451.0,21.78,89.47,1451.0,HIRON_POINT
1452.0,-8.53,179.22,1452.0,FUNAFUTI
1454.0,21.83,89.83,1454.0,KHEPUPARA
1455.0,36.83,-2.48,1455.0,ALMERIA
1456.0,37.95,-8.88,1456.0,SINES
1468.0,43.7,7.29,1468.0,NICE
1469.0,42.52,3.11,1469.0,PORT_VENDRES
1470.0,44.35,143.37,1470.0,MONBETU_II
1471.0,-16.48,145.47,1471.0,PORT_DOUGLAS_2
1473.0,1.1,154.78,1473.0,KAPINGAMARANGI
1474.0,15.23,145.75,1474.0,SAIPAN
1475.0,16.1,108.22,1475.0,DANANG
1476.0,21.45,91.83,1476.0,COX'S_BAZAAR
1488.0,35.09,136.88,1488.0,NAGOYA_II
1489.0,34.68,125.44,1489.0,HEUKSANDO
1490.0,37.49,130.91,1490.0,ULLEUNG
1491.0,56.62,-6.06,1491.0,TOBERMORY
1492.0,-19.28,147.06,1492.0,CAPE_FERGUSON
1493.0,-26.68,153.13,1493.0,MOOLOOLABA_2
1495.0,10.33,107.07,1495.0,VUNGTAU
1496.0,22.22,91.05,1496.0,CHARCHANGA
1501.0,-20.93,55.29,1501.0,POINTE_DES_GALETS
1505.0,54.49,-0.61,1505.0,WHITBY
1506.0,-35.11,138.47,1506.0,PORT_STANVAC
1513.0,38.87,121.68,1513.0,LAOHUTAN
1522.0,28.5,129.5,1522.0,NASE_III
1523.0,35.45,135.32,1523.0,MAIZURU_III
1524.0,44.64,-67.3,1524.0,CUTLER_II
1526.0,55.99,-3.18,1526.0,LEITH_II
1527.0,35.98,126.56,1527.0,GUNSAN
1544.0,35.74,140.86,1544.0,CHOSHI-GYOKO
1545.0,35.65,139.77,1545.0,TOKYO_III
1546.0,34.03,127.31,1546.0,GEOMUNDO
1547.0,-38.34,141.61,1547.0,PORTLAND
1548.0,50.78,0.06,1548.0,NEWHAVEN
1549.0,-20.62,116.75,1549.0,KING_BAY
1550.0,-35.02,137.77,1550.0,PORT_GILES
1551.0,51.62,3.68,1551.0,ROOMPOT_BUITEN
1567.0,33.5,133.57,1567.0,KOCHI_III
1568.0,34.32,126.76,1568.0,WANDO
1569.0,-20.28,148.78,1569.0,SHUTE_HARBOUR_2
1571.0,8.27,-82.87,1571.0,PUERTO_ARMUELLES_B
1585.0,34.9,132.07,1585.0,HAMADA_II
1586.0,34.2,129.29,1586.0,IZUHARA_II
1587.0,41.24,140.38,1587.0,TAPPI
1588.0,33.96,126.3,1588.0,CHUJADO
1589.0,3.98,103.43,1589.0,TANJUNG_GELANG
1590.0,-37.64,176.18,1590.0,TAURANGA
1591.0,3.05,101.36,1591.0,PELABUHAN_KELANG
1592.0,5.26,103.19,1592.0,CENDERING
1593.0,2.21,102.15,1593.0,TANJUNG_KELING
1594.0,4.24,100.61,1594.0,LUMUT
1595.0,5.42,100.35,1595.0,PULAU_PINANG
1596.0,41.45,140.25,1596.0,YOSIOKA
1597.0,48.48,-68.52,1597.0,RIMOUSKI
1600.0,-6.15,39.18,1600.0,ZANZIBAR
1603.0,-62.48,-59.63,1603.0,PUERTO_SOBERANIA
1627.0,33.24,126.56,1627.0,SEOGWIPO
1628.0,35.62,126.3,1628.0,WIDO
1629.0,-17.58,146.08,1629.0,MOURILYAN_HARBOUR
1630.0,-18.52,146.38,1630.0,LUCINDA
1631.0,-21.65,115.13,1631.0,ONSLOW
1632.0,52.93,1.3,1632.0,CROMER
1633.0,48.86,-122.76,1633.0,CHERRY_POINT
1634.0,55.34,-160.5,1634.0,SAND_POINT
1635.0,36.97,-76.11,1635.0,CHESAPEAKE_BAY_BR. TUN.
1636.0,36.18,-75.75,1636.0,DUCK_PIER_OUTSIDE
1637.0,40.64,-74.14,1637.0,BERGEN_POINT
1638.0,27.98,-82.83,1638.0,CLEARWATER_BEACH
1639.0,40.77,-124.22,1639.0,N. SPIT
1640.0,42.74,-124.5,1640.0,PORT_ORFORD
1641.0,30.15,-85.67,1641.0,PANAMA_CITY
1643.0,-45.81,170.62,1643.0,PORT_CHALMERS
1644.0,-33.64,-78.83,1644.0,JUAN_FERNANDEZ-C
1645.0,-0.43,-90.28,1645.0,BALTRA-B
1671.0,24.33,124.16,1671.0,ISHIGAKI_II
1672.0,-19.67,63.42,1672.0,RODRIGUES_IS
1673.0,-20.15,57.5,1673.0,PORT_LOUIS_II
1674.0,22.29,114.21,1674.0,QUARRY_BAY
1675.0,36.41,126.49,1675.0,BORYEONG
1676.0,6.43,99.76,1676.0,PULAU_LANGKAWI
1677.0,1.33,103.44,1677.0,KUKUP
1678.0,2.81,104.14,1678.0,PULAU_TIOMAN
1679.0,38.43,26.72,1679.0,MENTES/IZMIR
1681.0,36.83,30.62,1681.0,ANTALYA_II
1696.0,26.61,-80.03,1696.0,LAKE_WORTH_PIER
1699.0,36.67,126.13,1699.0,ANHEUNG
1700.0,51.71,-5.05,1700.0,MILFORD_HAVEN
1701.0,24.71,-81.11,1701.0,VACA_KEY
1702.0,1.93,104.11,1702.0,TANJUNG_SEDILI
1703.0,6.23,102.11,1703.0,GETING
1704.0,-27.95,153.42,1704.0,GOLD_COAST_SEAWAY_2
1706.0,43.13,17.2,1706.0,SUCURAJ
1707.0,-0.68,73.15,1707.0,GAN_II
1708.0,9.78,125.5,1708.0,SURIGAO
1711.0,12.33,121.08,1711.0,SAN_JOSE
1730.0,9.55,112.88,1730.0,NAN_SHA
1731.0,52.01,-4.98,1731.0,FISHGUARD_II
1733.0,5.98,116.07,1733.0,KOTA_KINABALU
1734.0,4.23,117.88,1734.0,TAWAU
1735.0,35.82,14.53,1735.0,MARSAXLOKK  
1745.0,16.83,112.33,1745.0,XI_SHA
1746.0,1.27,103.85,1746.0,TANJONG_PAGAR
1747.0,46.5,-1.79,1747.0,LES_SABLES_D OLONNE
1748.0,63.44,10.39,1748.0,TRONDHEIM_2
1749.0,-10.52,142.21,1749.0,TURTLE_HEAD
1750.0,-39.48,176.92,1750.0,NAPIER
1751.0,-26.29,-80.11,1751.0,SAN_FELIX
1753.0,4.18,73.53,1753.0,MALE-B
1758.0,51.21,-3.13,1758.0,HINKLEY_POINT
1759.0,59.04,10.95,1759.0,VIKER
1760.0,-23.16,150.79,1760.0,ROSSLYN_BAY
1761.0,-31.83,115.74,1761.0,HILLARYS
1762.0,-21.95,114.14,1762.0,EXMOUTH
1764.0,42.05,3.21,1764.0,L'ESTARTIT
1772.0,55.63,-6.19,1772.0,ISLAY
1773.0,50.61,-2.45,1773.0,WEYMOUTH
1775.0,58.46,-5.05,1775.0,KINLOCHBERVIE
1780.0,73.22,113.5,1780.0,ANABAR
1784.0,16.22,-61.53,1784.0,POINTE-A-PITRE
1789.0,34.35,134.06,1789.0,TAKAMATSU_II
1790.0,34.68,135.19,1790.0,KOBE_II
1792.0,10.45,99.25,1792.0,KO_MATTAPHON
1793.0,54.09,-4.77,1793.0,PORT_ERIN
1794.0,54.65,-3.57,1794.0,WORKINGTON
1795.0,49.18,-2.12,1795.0,ST_HELIER
1796.0,-51.69,-57.82,1796.0,STANLEY_II
1797.0,32.47,34.86,1797.0,HADERA
1799.0,50.52,-128.03,1799.0,WINTER_HARBOUR
1800.0,64.5,-165.43,1800.0,NOME
1801.0,43.53,-1.51,1801.0,BOUCAU
1802.0,28.14,-15.41,1802.0,LAS_PALMAS_D
1803.0,28.48,-16.24,1803.0,TENERIFE
1804.0,1.37,172.93,1804.0,BETIO
1805.0,-17.6,177.44,1805.0,LAUTOKA
1806.0,43.35,-3.05,1806.0,BILBAO
1807.0,43.46,-3.79,1807.0,SANTANDER_III
1808.0,43.36,-8.39,1808.0,LA_CORUNA_III
1809.0,36.8,-6.34,1809.0,BONANZA
1810.0,36.71,-4.42,1810.0,MALAGA_II
1811.0,41.34,2.17,1811.0,BARCELONA
1812.0,55.25,14.84,1812.0,TEJN
1813.0,39.44,-0.31,1813.0,VALENCIA
1816.0,14.68,-17.42,1816.0,DAKAR_2
1830.0,33.92,130.93,1830.0,SHIMONOSEKI_III
1833.0,3.26,113.06,1833.0,BINTULU
1834.0,5.81,118.07,1834.0,SANDAKAN
1835.0,29.73,-93.87,1835.0,SABINE_PASS_NORTH
1836.0,-38.55,143.99,1836.0,LORNE
1838.0,7.11,171.37,1838.0,MAJURO-C
1839.0,-8.5,179.2,1839.0,FUNAFUTI_B
1840.0,-13.83,-171.76,1840.0,APIA_B
1841.0,-17.76,168.31,1841.0,PORT_VILA_B
1842.0,-21.14,-175.18,1842.0,NUKU'ALOFA_B
1843.0,-21.2,-159.78,1843.0,RAROTONGA_B
1844.0,-0.53,166.91,1844.0,NAURU-B
1846.0,-4.67,55.53,1846.0,POINT_LA_RUE
1849.0,-49.35,70.26,1849.0,KERGUELEN
1854.0,53.33,-3.83,1854.0,LLANDUDNO
1857.0,70.4,-148.53,1857.0,PRUDHOE_BAY
1858.0,25.73,-80.16,1858.0,VIRGINIA_KEY
1859.0,44.12,15.23,1859.0,ZADAR
1860.0,-2.04,147.37,1860.0,LOMBRUM
1861.0,-9.43,159.96,1861.0,HONIARA-B
1867.0,55.21,-6.66,1867.0,PORTRUSH
1871.0,43.56,-5.7,1871.0,GIJON_II
1877.0,5.02,118.35,1877.0,LAHAT_DATU
1878.0,50.71,-1.87,1878.0,BOURNEMOUTH
1879.0,5.27,115.25,1879.0,LABUAN_2
1883.0,37.13,-6.83,1883.0,HUELVA
1887.0,20.68,58.87,1887.0,MASIRAH
1891.0,22.27,114.29,1891.0,TAI_MIU_WAN
1892.0,39.55,2.64,1892.0,PALMA_DE_MALLORCA
1894.0,1.28,103.67,1894.0,TUAS
1895.0,1.3,103.77,1895.0,WEST_COAST
1896.0,1.34,103.63,1896.0,WEST_TUAS
1897.0,42.6,-8.77,1897.0,VILLAGARCIA
1898.0,42.24,-8.73,1898.0,VIGO_II
1902.0,22.22,113.89,1902.0,SHEK_PIK
1903.0,27.58,-97.22,1903.0,CORPUS_CHRISTI
1910.0,19.83,-77.73,1910.0,CABO_CRUZ
1914.0,16.75,-22.98,1914.0,PALMEIRA
1915.0,45.57,-1.06,1915.0,PORT_BLOC
1921.0,47.54,-2.9,1921.0,LE_CROUESTY
1923.0,36.68,129.45,1923.0,HUPO
1925.0,6.98,158.2,1925.0,POHNPEI_C
2021.0,21.75,-79.99,2021.0,CASILDA_II
2025.0,68.8,49.33,2025.0,BUGRINO
2026.0,69.55,32.43,2026.0,MYS_PIKSHUEVA
2027.0,69.2,33.48,2027.0,POLYARNIY
2028.0,69.2,35.12,2028.0,TERIBERKA
2072.0,-23.58,150.87,2072.0,PORT_ALMA
2073.0,-25.3,152.92,2073.0,URANGAN_II
2074.0,-20.02,148.25,2074.0,BOWEN_II
2101.0,65.7,23.1,2101.0,KALIX
2102.0,63.19,19.01,2102.0,SKAGSUDDE
2103.0,60.41,18.21,2103.0,FORSMARK
2104.0,58.55,16.84,2104.0,MARVIKEN
2105.0,57.64,18.28,2105.0,VISBY
2106.0,57.27,16.48,2106.0,OSKARSHAMN
2107.0,55.56,14.36,2107.0,SIMRISHAMN
2108.0,55.42,12.83,2108.0,SKANOR
2109.0,55.76,12.9,2109.0,BARSEBACK
2110.0,56.14,12.58,2110.0,VIKEN
2111.0,57.25,12.11,2111.0,RINGHALS
2112.0,58.09,11.83,2112.0,STENUNGSUND
2113.0,59.0,11.13,2113.0,KUNGSVIK
2123.0,28.41,-80.59,2123.0,TRIDENT_PIER
2125.0,38.91,-123.71,2125.0,ARENA_COVE
2126.0,34.41,-119.69,2126.0,SANTA_BARBARA
2127.0,48.12,-123.44,2127.0,PORT_ANGELES
2128.0,20.04,-155.83,2128.0,KAWAIHAE
2133.0,57.72,11.97,2133.0,GOTEBORG-RINGON
2183.0,-4.07,39.65,2183.0,MOMBASA_II
2198.0,-2.27,40.9,2198.0,LAMU_B
2215.0,30.33,-89.33,2215.0,BAY_WAVELAND_YACHT_CLUB_II
2261.0,-20.2,-70.15,2261.0,IQUIQUE_II
2262.0,-39.88,-73.42,2262.0,CORRAL_II
2263.0,-53.12,-70.86,2263.0,PUNTA_ARENAS_II
2264.0,-41.87,-73.83,2264.0,ANCUD
2292.0,38.33,-75.09,2292.0,OCEAN_CITY_INLET
2294.0,35.22,-75.64,2294.0,CAPE_HATTERAS
2295.0,34.72,-76.67,2295.0,BEAUFORT
2310.0,-28.54,153.55,2310.0,BRUNSWICK_HEADS
2311.0,-30.3,153.15,2311.0,COFFS_HARBOUR_III
2312.0,-35.12,150.71,2312.0,JERVIS_BAY_II
2313.0,-31.43,152.91,2313.0,PORT_MACQUARIE
2314.0,-28.17,153.55,2314.0,TWEED_HEADS
2316.0,-32.71,152.18,2316.0,PORT_STEPHENS
2322.0,40.81,-73.77,2322.0,KINGS_POINT
2323.0,39.21,-76.25,2323.0,TOLCHESTER_BEACH
2324.0,37.99,-76.47,2324.0,LEWISETTA
2325.0,35.8,-75.55,2325.0,OREGON_INLET_MARINA
2326.0,30.4,-81.43,2326.0,MAYPORT
2329.0,37.51,-122.21,2329.0,REDWOOD_CITY
2330.0,38.05,-122.04,2330.0,PORT_CHICAGO
2356.0,-18.13,178.43,2356.0,SUVA-B
2358.0,-33.83,151.26,2358.0,SYDNEY_PORT_JACKSON
1002000190.0,70.0,19.0,,
1002100330.0,69.0,33.0,,
1002200330.0,68.0,33.0,,
1002500250.0,65.0,25.0,,
1002500400.0,65.0,40.0,,
1002500410.0,65.0,41.0,,
1002600200.0,64.0,20.0,,
1002603380.0,64.0,-22.0,,
1002700100.0,63.0,10.0,,
1002900260.0,61.0,26.0,,
1002902100.0,61.0,-150.0,,
1003000050.0,60.0,5.0,,
1003000100.0,60.0,10.0,,
1003000110.0,60.0,11.0,,
1003000170.0,60.0,17.0,,
1003000180.0,60.0,18.0,,
1003000220.0,60.0,22.0,,
1003000250.0,60.0,25.0,,
1003000300.0,60.0,30.0,,
1003000310.0,60.0,31.0,,
1003001510.0,60.0,151.0,,
1003100060.0,59.0,6.0,,
1003100110.0,59.0,11.0,,
1003100150.0,59.0,15.0,,
1003100160.0,59.0,16.0,,
1003100170.0,59.0,17.0,,
1003100180.0,59.0,18.0,,
1003100250.0,59.0,25.0,,
1003100270.0,59.0,27.0,,
1003100280.0,59.0,28.0,,
1003200080.0,58.0,8.0,,
1003200120.0,58.0,12.0,,
1003200130.0,58.0,13.0,,
1003200160.0,58.0,16.0,,
1003300100.0,57.0,10.0,,
1003300210.0,57.0,21.0,,
1003300240.0,57.0,24.0,,
1003303580.0,57.0,-2.0,,
1003400100.0,56.0,10.0,,
1003400120.0,56.0,12.0,,
1003400130.0,56.0,13.0,,
1003400210.0,56.0,21.0,,
1003403550.0,56.0,-5.0,,
1003403560.0,56.0,-4.0,,
1003403570.0,56.0,-3.0,,
1003500090.0,55.0,9.0,,
1003500100.0,55.0,10.0,,
1003500180.0,55.0,18.0,,
1003500210.0,55.0,21.0,,
1003503530.0,55.0,-7.0,,
1003503540.0,55.0,-6.0,,
1003503550.0,55.0,-5.0,,
1003503570.0,55.0,-3.0,,
1003503580.0,55.0,-2.0,,
1003503590.0,55.0,-1.0,,
