gauge_id,gauge_name,gauge_country,gauge_lat,gauge_lon
2123,TRIDENT_PIER,UNITED STATES,28.41,-80.59
2125,ARENA_COVE,UNITED STATES,38.91,-123.71
2126,SANTA_BARBARA,UNITED STATES,34.41,-119.69
2127,PORT_ANGELES,UNITED STATES,48.12,-123.44
2128,KAWAIHAE,UNITED STATES,20.04,-155.83
2133,GOTEBORG-RINGON,SWEDEN,57.72,11.97
2183,MOMBASA_II,KENYA,-4.07,39.65
2198,LAMU_B,KENYA,-2.27,40.9
2215,BAY_WAVELAND_YACHT_CLUB_II,UNITED STATES,30.33,-89.33
2261,IQUIQUE_II,CHILE,-20.2,-70.15
2262,CORRAL_II,CHILE,-39.88,-73.42
2263,PUNTA_ARENAS_II,CHILE,-53.12,-70.86
2264,ANCUD,CHILE,-41.87,-73.83
2292,OCEAN_CITY_INLET,UNITED STATES,38.33,-75.09
2294,CAPE_HATTERAS,UNITED STATES,35.22,-75.64
2295,BEAUFORT,UNITED STATES,34.72,-76.67
2310,BRUNSWICK_HEADS,AUSTRALIA,-28.54,153.55
2311,COFFS_HARBOUR_III,AUSTRALIA,-30.3,153.15
2312,JERVIS_BAY_II,AUSTRALIA,-35.12,150.71
2313,PORT_MACQUARIE,AUSTRALIA,-31.43,152.91
2314,TWEED_HEADS,AUSTRALIA,-28.17,153.55
2316,PORT_STEPHENS,AUSTRALIA,-32.71,152.18
2322,KINGS_POINT,UNITED STATES,40.81,-73.77
2323,TOLCHESTER_BEACH,UNITED STATES,39.21,-76.25
2324,LEWISETTA,UNITED STATES,37.99,-76.47
2325,OREGON_INLET_MARINA,UNITED STATES,35.8,-75.55
2326,MAYPORT,UNITED STATES,30.4,-81.43
2329,REDWOOD_CITY,UNITED STATES,37.51,-122.21
2330,PORT_CHICAGO,UNITED STATES,38.05,-122.04
2356,SUVA-B,FIJI,-18.13,178.43
2358,SYDNEY_PORT_JACKSON,AUSTRALIA,-33.83,151.26
1002500410,grid_65.0_41.0,,65.0,41.0
1002900240,grid_61.0_24.0,,61.0,24.0
1003000110,grid_60.0_11.0,,60.0,11.0
1003000250,grid_60.0_25.0,,60.0,25.0
1003000300,grid_60.0_30.0,,60.0,30.0
1003100180,grid_59.0_18.0,,59.0,18.0
1003100250,grid_59.0_25.0,,59.0,25.0
1003200120,grid_58.0_12.0,,58.0,12.0
1003300240,grid_57.0_24.0,,57.0,24.0
1003400130,grid_56.0_13.0,,56.0,13.0
1003403560,grid_56.0_356.0,,56.0,-4.0
1003403570,grid_56.0_357.0,,56.0,-3.0
1003500210,grid_55.0_21.0,,55.0,21.0
1003500250,grid_55.0_25.0,,55.0,25.0
1003503540,grid_55.0_354.0,,55.0,-6.0
1003503580,grid_55.0_358.0,,55.0,-2.0
1003503590,grid_55.0_359.0,,55.0,-1.0
1003600000,grid_54.0_0.0,,54.0,0.0
1003600100,grid_54.0_10.0,,54.0,10.0
1003600190,grid_54.0_19.0,,54.0,19.0
1003600240,grid_54.0_24.0,,54.0,24.0
1003603570,grid_54.0_357.0,,54.0,-3.0
1003603580,grid_54.0_358.0,,54.0,-2.0
1003700090,grid_53.0_9.0,,53.0,9.0
1003700130,grid_53.0_13.0,,53.0,13.0
1003700150,grid_53.0_15.0,,53.0,15.0
1003700180,grid_53.0_18.0,,53.0,18.0
1003703540,grid_53.0_354.0,,53.0,-6.0
1003703570,grid_53.0_357.0,,53.0,-3.0
1003703580,grid_53.0_358.0,,53.0,-2.0
1003703590,grid_53.0_359.0,,53.0,-1.0
1003800000,grid_52.0_0.0,,52.0,0.0
1003800010,grid_52.0_1.0,,52.0,1.0
1003800040,grid_52.0_4.0,,52.0,4.0
1003800050,grid_52.0_5.0,,52.0,5.0
1003800070,grid_52.0_7.0,,52.0,7.0
1003800080,grid_52.0_8.0,,52.0,8.0
1003800090,grid_52.0_9.0,,52.0,9.0
1003800100,grid_52.0_10.0,,52.0,10.0
1003800170,grid_52.0_17.0,,52.0,17.0
1003800190,grid_52.0_19.0,,52.0,19.0
1003800210,grid_52.0_21.0,,52.0,21.0
1003803560,grid_52.0_356.0,,52.0,-4.0
1003803570,grid_52.0_357.0,,52.0,-3.0
1003803580,grid_52.0_358.0,,52.0,-2.0
1003900000,grid_51.0_0.0,,51.0,0.0
1003900030,grid_51.0_3.0,,51.0,3.0
1003900040,grid_51.0_4.0,,51.0,4.0
1003900050,grid_51.0_5.0,,51.0,5.0
1003900060,grid_51.0_6.0,,51.0,6.0
1003900070,grid_51.0_7.0,,51.0,7.0
1003903570,grid_51.0_357.0,,51.0,-3.0
1003903580,grid_51.0_358.0,,51.0,-2.0
1003903590,grid_51.0_359.0,,51.0,-1.0
1004000030,grid_50.0_3.0,,50.0,3.0
1004000040,grid_50.0_4.0,,50.0,4.0
1004100010,grid_49.0_1.0,,49.0,1.0
1004100020,grid_49.0_2.0,,49.0,2.0
1004100390,grid_49.0_39.0,,49.0,39.0
1004102370,grid_49.0_237.0,,49.0,-123.0
1004200120,grid_48.0_12.0,,48.0,12.0
1004200330,grid_48.0_33.0,,48.0,33.0
1004200350,grid_48.0_35.0,,48.0,35.0
1004200380,grid_48.0_38.0,,48.0,38.0
1004201350,grid_48.0_135.0,,48.0,135.0
1004202370,grid_48.0_237.0,,48.0,-123.0
1004202380,grid_48.0_238.0,,48.0,-122.0
1004203580,grid_48.0_358.0,,48.0,-2.0
1004300010,grid_47.0_1.0,,47.0,1.0
1004300090,grid_47.0_9.0,,47.0,9.0
1004300280,grid_47.0_28.0,,47.0,28.0
1004300290,grid_47.0_29.0,,47.0,29.0
1004300320,grid_47.0_32.0,,47.0,32.0
1004300380,grid_47.0_38.0,,47.0,38.0
1004300400,grid_47.0_40.0,,47.0,40.0
1004303580,grid_47.0_358.0,,47.0,-2.0
1004400050,grid_46.0_5.0,,46.0,5.0
1004400060,grid_46.0_6.0,,46.0,6.0
1004400090,grid_46.0_9.0,,46.0,9.0
1004400100,grid_46.0_10.0,,46.0,10.0
1004400120,grid_46.0_12.0,,46.0,12.0
1004400160,grid_46.0_16.0,,46.0,16.0
1004400310,grid_46.0_31.0,,46.0,31.0
1004400480,grid_46.0_48.0,,46.0,48.0
1004402370,grid_46.0_237.0,,46.0,-123.0
1004500040,grid_45.0_4.0,,45.0,4.0
1004500060,grid_45.0_6.0,,45.0,6.0
1004500080,grid_45.0_8.0,,45.0,8.0
1004500100,grid_45.0_10.0,,45.0,10.0
1004500110,grid_45.0_11.0,,45.0,11.0
1004500120,grid_45.0_12.0,,45.0,12.0
1004500200,grid_45.0_20.0,,45.0,20.0
1004500340,grid_45.0_34.0,,45.0,34.0
1004500390,grid_45.0_39.0,,45.0,39.0
1004500420,grid_45.0_42.0,,45.0,42.0
1004501290,grid_45.0_129.0,,45.0,129.0
1004501300,grid_45.0_130.0,,45.0,130.0
1004501310,grid_45.0_131.0,,45.0,131.0
1004502960,grid_45.0_296.0,,45.0,-64.0
1004503590,grid_45.0_359.0,,45.0,-1.0
1004600010,grid_44.0_1.0,,44.0,1.0
1004600040,grid_44.0_4.0,,44.0,4.0
1004600050,grid_44.0_5.0,,44.0,5.0
1004600070,grid_44.0_7.0,,44.0,7.0
1004600090,grid_44.0_9.0,,44.0,9.0
1004600110,grid_44.0_11.0,,44.0,11.0
1004600180,grid_44.0_18.0,,44.0,18.0
1004600260,grid_44.0_26.0,,44.0,26.0
1004600400,grid_44.0_40.0,,44.0,40.0
1004601420,grid_44.0_142.0,,44.0,142.0
1004700060,grid_43.0_6.0,,43.0,6.0
1004700230,grid_43.0_23.0,,43.0,23.0
1004700280,grid_43.0_28.0,,43.0,28.0
1004700450,grid_43.0_45.0,,43.0,45.0
1004700480,grid_43.0_48.0,,43.0,48.0
1004701300,grid_43.0_130.0,,43.0,130.0
1004701320,grid_43.0_132.0,,43.0,132.0
1004701410,grid_43.0_141.0,,43.0,141.0
1004702860,grid_43.0_286.0,,43.0,-74.0
1004703570,grid_43.0_357.0,,43.0,-3.0
1004800120,grid_42.0_12.0,,42.0,12.0
1004800140,grid_42.0_14.0,,42.0,14.0
1004800210,grid_42.0_21.0,,42.0,21.0
1004800250,grid_42.0_25.0,,42.0,25.0
1004800450,grid_42.0_45.0,,42.0,45.0
1004801190,grid_42.0_119.0,,42.0,119.0
1004801200,grid_42.0_120.0,,42.0,120.0
1004801220,grid_42.0_122.0,,42.0,122.0
1004801230,grid_42.0_123.0,,42.0,123.0
1004801240,grid_42.0_124.0,,42.0,124.0
1004801260,grid_42.0_126.0,,42.0,126.0
1004801300,grid_42.0_130.0,,42.0,130.0
1004802860,grid_42.0_286.0,,42.0,-74.0
1004802870,grid_42.0_287.0,,42.0,-73.0
1004802880,grid_42.0_288.0,,42.0,-72.0
1004802890,grid_42.0_289.0,,42.0,-71.0
1004803510,grid_42.0_351.0,,42.0,-9.0
1004803550,grid_42.0_355.0,,42.0,-5.0
1004803590,grid_42.0_359.0,,42.0,-1.0
1004900020,grid_41.0_2.0,,41.0,2.0
1004900130,grid_41.0_13.0,,41.0,13.0
1004900140,grid_41.0_14.0,,41.0,14.0
1004900150,grid_41.0_15.0,,41.0,15.0
1004900160,grid_41.0_16.0,,41.0,16.0
1004900170,grid_41.0_17.0,,41.0,17.0
1004900200,grid_41.0_20.0,,41.0,20.0
1004900230,grid_41.0_23.0,,41.0,23.0
1004900290,grid_41.0_29.0,,41.0,29.0
1004900300,grid_41.0_30.0,,41.0,30.0
1004900360,grid_41.0_36.0,,41.0,36.0
1004900460,grid_41.0_46.0,,41.0,46.0
1004900500,grid_41.0_50.0,,41.0,50.0
1004901180,grid_41.0_118.0,,41.0,118.0
1004901210,grid_41.0_121.0,,41.0,121.0
1004901220,grid_41.0_122.0,,41.0,122.0
1004901230,grid_41.0_123.0,,41.0,123.0
1004901240,grid_41.0_124.0,,41.0,124.0
1004902840,grid_41.0_284.0,,41.0,-76.0
1004902850,grid_41.0_285.0,,41.0,-75.0
1004902860,grid_41.0_286.0,,41.0,-74.0
1004902870,grid_41.0_287.0,,41.0,-73.0
1004903510,grid_41.0_351.0,,41.0,-9.0
1005000030,grid_40.0_3.0,,40.0,3.0
1005000170,grid_40.0_17.0,,40.0,17.0
1005000280,grid_40.0_28.0,,40.0,28.0
1005000290,grid_40.0_29.0,,40.0,29.0
1005000310,grid_40.0_31.0,,40.0,31.0
1005000330,grid_40.0_33.0,,40.0,33.0
1005000370,grid_40.0_37.0,,40.0,37.0
1005000410,grid_40.0_41.0,,40.0,41.0
1005000500,grid_40.0_50.0,,40.0,50.0
1005001160,grid_40.0_116.0,,40.0,116.0
1005001170,grid_40.0_117.0,,40.0,117.0
1005001180,grid_40.0_118.0,,40.0,118.0
1005001200,grid_40.0_120.0,,40.0,120.0
1005001220,grid_40.0_122.0,,40.0,122.0
1005001230,grid_40.0_123.0,,40.0,123.0
1005001240,grid_40.0_124.0,,40.0,124.0
1005001280,grid_40.0_128.0,,40.0,128.0
1005001400,grid_40.0_140.0,,40.0,140.0
1005002830,grid_40.0_283.0,,40.0,-77.0
1005002840,grid_40.0_284.0,,40.0,-76.0
1005002850,grid_40.0_285.0,,40.0,-75.0
1005100000,grid_39.0_0.0,,39.0,0.0
1005100090,grid_39.0_9.0,,39.0,9.0
1005100270,grid_39.0_27.0,,39.0,27.0
1005100350,grid_39.0_35.0,,39.0,35.0
1005100390,grid_39.0_39.0,,39.0,39.0
1005101150,grid_39.0_115.0,,39.0,115.0
1005101160,grid_39.0_116.0,,39.0,116.0
1005101170,grid_39.0_117.0,,39.0,117.0
1005101220,grid_39.0_122.0,,39.0,122.0
1005101260,grid_39.0_126.0,,39.0,126.0
1005101270,grid_39.0_127.0,,39.0,127.0
1005102390,grid_39.0_239.0,,39.0,-121.0
1005102830,grid_39.0_283.0,,39.0,-77.0
1005103510,grid_39.0_351.0,,39.0,-9.0
1005200000,grid_38.0_0.0,,38.0,0.0
1005200130,grid_38.0_13.0,,38.0,13.0
1005200150,grid_38.0_15.0,,38.0,15.0
1005200240,grid_38.0_24.0,,38.0,24.0
1005200270,grid_38.0_27.0,,38.0,27.0
1005200290,grid_38.0_29.0,,38.0,29.0
1005200320,grid_38.0_32.0,,38.0,32.0
1005200370,grid_38.0_37.0,,38.0,37.0
1005200380,grid_38.0_38.0,,38.0,38.0
1005200460,grid_38.0_46.0,,38.0,46.0
1005200480,grid_38.0_48.0,,38.0,48.0
1005201150,grid_38.0_115.0,,38.0,115.0
1005201160,grid_38.0_116.0,,38.0,116.0
1005201170,grid_38.0_117.0,,38.0,117.0
1005201210,grid_38.0_121.0,,38.0,121.0
1005201220,grid_38.0_122.0,,38.0,122.0
1005201270,grid_38.0_127.0,,38.0,127.0
1005201390,grid_38.0_139.0,,38.0,139.0
1005201410,grid_38.0_141.0,,38.0,141.0
1005202370,grid_38.0_237.0,,38.0,-123.0
1005202380,grid_38.0_238.0,,38.0,-122.0
1005202390,grid_38.0_239.0,,38.0,-121.0
1005202830,grid_38.0_283.0,,38.0,-77.0
1005203550,grid_38.0_355.0,,38.0,-5.0
1005203590,grid_38.0_359.0,,38.0,-1.0
1005300030,grid_37.0_3.0,,37.0,3.0
1005300080,grid_37.0_8.0,,37.0,8.0
1005300100,grid_37.0_10.0,,37.0,10.0
1005300310,grid_37.0_31.0,,37.0,31.0
1005300350,grid_37.0_35.0,,37.0,35.0
1005300370,grid_37.0_37.0,,37.0,37.0
1005300390,grid_37.0_39.0,,37.0,39.0
1005300480,grid_37.0_48.0,,37.0,48.0
1005300500,grid_37.0_50.0,,37.0,50.0
1005300530,grid_37.0_53.0,,37.0,53.0
1005300540,grid_37.0_54.0,,37.0,54.0
1005301160,grid_37.0_116.0,,37.0,116.0
1005301170,grid_37.0_117.0,,37.0,117.0
1005301180,grid_37.0_118.0,,37.0,118.0
1005301190,grid_37.0_119.0,,37.0,119.0
1005301200,grid_37.0_120.0,,37.0,120.0
1005301210,grid_37.0_121.0,,37.0,121.0
1005301220,grid_37.0_122.0,,37.0,122.0
1005301270,grid_37.0_127.0,,37.0,127.0
1005301370,grid_37.0_137.0,,37.0,137.0
1005301380,grid_37.0_138.0,,37.0,138.0
1005301400,grid_37.0_140.0,,37.0,140.0
1005301410,grid_37.0_141.0,,37.0,141.0
1005302380,grid_37.0_238.0,,37.0,-122.0
1005302400,grid_37.0_240.0,,37.0,-120.0
1005302840,grid_37.0_284.0,,37.0,-76.0
1005303540,grid_37.0_354.0,,37.0,-6.0
1005303560,grid_37.0_356.0,,37.0,-4.0
1005400030,grid_36.0_3.0,,36.0,3.0
1005400050,grid_36.0_5.0,,36.0,5.0
1005400060,grid_36.0_6.0,,36.0,6.0
1005400070,grid_36.0_7.0,,36.0,7.0
1005400360,grid_36.0_36.0,,36.0,36.0
1005400370,grid_36.0_37.0,,36.0,37.0
1005400390,grid_36.0_39.0,,36.0,39.0
1005400500,grid_36.0_50.0,,36.0,50.0
1005400510,grid_36.0_51.0,,36.0,51.0
1005401170,grid_36.0_117.0,,36.0,117.0
1005401180,grid_36.0_118.0,,36.0,118.0
1005401190,grid_36.0_119.0,,36.0,119.0
1005401200,grid_36.0_120.0,,36.0,120.0
1005401270,grid_36.0_127.0,,36.0,127.0
1005401280,grid_36.0_128.0,,36.0,128.0
1005401290,grid_36.0_129.0,,36.0,129.0
1005401390,grid_36.0_139.0,,36.0,139.0
1005401400,grid_36.0_140.0,,36.0,140.0
1005402410,grid_36.0_241.0,,36.0,-119.0
1005402800,grid_36.0_280.0,,36.0,-80.0
1005402810,grid_36.0_281.0,,36.0,-79.0
1005403540,grid_36.0_354.0,,36.0,-6.0
1005403550,grid_36.0_355.0,,36.0,-5.0
1005403590,grid_36.0_359.0,,36.0,-1.0
1005500030,grid_35.0_3.0,,35.0,3.0
1005500110,grid_35.0_11.0,,35.0,11.0
1005500360,grid_35.0_36.0,,35.0,36.0
1005500370,grid_35.0_37.0,,35.0,37.0
1005500490,grid_35.0_49.0,,35.0,49.0
1005500510,grid_35.0_51.0,,35.0,51.0
1005501170,grid_35.0_117.0,,35.0,117.0
1005501180,grid_35.0_118.0,,35.0,118.0
1005501190,grid_35.0_119.0,,35.0,119.0
1005501200,grid_35.0_120.0,,35.0,120.0
1005501270,grid_35.0_127.0,,35.0,127.0
1005501290,grid_35.0_129.0,,35.0,129.0
1005501340,grid_35.0_134.0,,35.0,134.0
1005501360,grid_35.0_136.0,,35.0,136.0
1005501370,grid_35.0_137.0,,35.0,137.0
1005501380,grid_35.0_138.0,,35.0,138.0
1005502410,grid_35.0_241.0,,35.0,-119.0
1005502420,grid_35.0_242.0,,35.0,-118.0
1005502430,grid_35.0_243.0,,35.0,-117.0
1005502780,grid_35.0_278.0,,35.0,-82.0
1005502790,grid_35.0_279.0,,35.0,-81.0
1005502810,grid_35.0_281.0,,35.0,-79.0
1005503580,grid_35.0_358.0,,35.0,-2.0
1005600350,grid_34.0_35.0,,34.0,35.0
1005600360,grid_34.0_36.0,,34.0,36.0
1005601170,grid_34.0_117.0,,34.0,117.0
1005601180,grid_34.0_118.0,,34.0,118.0
1005601190,grid_34.0_119.0,,34.0,119.0
1005601270,grid_34.0_127.0,,34.0,127.0
1005601300,grid_34.0_130.0,,34.0,130.0
1005601320,grid_34.0_132.0,,34.0,132.0
1005601330,grid_34.0_133.0,,34.0,133.0
1005601340,grid_34.0_134.0,,34.0,134.0
1005602410,grid_34.0_241.0,,34.0,-119.0
1005602420,grid_34.0_242.0,,34.0,-118.0
1005602430,grid_34.0_243.0,,34.0,-117.0
1005602440,grid_34.0_244.0,,34.0,-116.0
1005602790,grid_34.0_279.0,,34.0,-81.0
1005602810,grid_34.0_281.0,,34.0,-79.0
1005603520,grid_34.0_352.0,,34.0,-8.0
1005603530,grid_34.0_353.0,,34.0,-7.0
1005603540,grid_34.0_354.0,,34.0,-6.0
1005603550,grid_34.0_355.0,,34.0,-5.0
1005700130,grid_33.0_13.0,,33.0,13.0
1005700350,grid_33.0_35.0,,33.0,35.0
1005700360,grid_33.0_36.0,,33.0,36.0
1005701170,grid_33.0_117.0,,33.0,117.0
1005701190,grid_33.0_119.0,,33.0,119.0
1005701200,grid_33.0_120.0,,33.0,120.0
1005701300,grid_33.0_130.0,,33.0,130.0
1005701310,grid_33.0_131.0,,33.0,131.0
1005701320,grid_33.0_132.0,,33.0,132.0
1005702430,grid_33.0_243.0,,33.0,-117.0
1005702450,grid_33.0_245.0,,33.0,-115.0
1005702780,grid_33.0_278.0,,33.0,-82.0
1005702800,grid_33.0_280.0,,33.0,-80.0
1005800150,grid_32.0_15.0,,32.0,15.0
1005800200,grid_32.0_20.0,,32.0,20.0
1005800340,grid_32.0_34.0,,32.0,34.0
1005800350,grid_32.0_35.0,,32.0,35.0
1005800360,grid_32.0_36.0,,32.0,36.0
1005800470,grid_32.0_47.0,,32.0,47.0
1005801180,grid_32.0_118.0,,32.0,118.0
1005801190,grid_32.0_119.0,,32.0,119.0
1005801200,grid_32.0_120.0,,32.0,120.0
1005801210,grid_32.0_121.0,,32.0,121.0
1005801220,grid_32.0_122.0,,32.0,122.0
1005801310,grid_32.0_131.0,,32.0,131.0
1005802430,grid_32.0_243.0,,32.0,-117.0
1005802660,grid_32.0_266.0,,32.0,-94.0
1005802700,grid_32.0_270.0,,32.0,-90.0
1005802740,grid_32.0_274.0,,32.0,-86.0
1005802790,grid_32.0_279.0,,32.0,-81.0
1005803510,grid_32.0_351.0,,32.0,-9.0
1005803520,grid_32.0_352.0,,32.0,-8.0
1005900300,grid_31.0_30.0,,31.0,30.0
1005900310,grid_31.0_31.0,,31.0,31.0
1005900320,grid_31.0_32.0,,31.0,32.0
1005900350,grid_31.0_35.0,,31.0,35.0
1005900460,grid_31.0_46.0,,31.0,46.0
1005900490,grid_31.0_49.0,,31.0,49.0
1005901180,grid_31.0_118.0,,31.0,118.0
1005901190,grid_31.0_119.0,,31.0,119.0
1005901200,grid_31.0_120.0,,31.0,120.0
1005901210,grid_31.0_121.0,,31.0,121.0
1005902720,grid_31.0_272.0,,31.0,-88.0
1006000310,grid_30.0_31.0,,30.0,31.0
1006000330,grid_30.0_33.0,,30.0,33.0
1006000480,grid_30.0_48.0,,30.0,48.0
1006000530,grid_30.0_53.0,,30.0,53.0
1006001200,grid_30.0_120.0,,30.0,120.0
1006001210,grid_30.0_121.0,,30.0,121.0
1006001220,grid_30.0_122.0,,30.0,122.0
1006002620,grid_30.0_262.0,,30.0,-98.0
1006002650,grid_30.0_265.0,,30.0,-95.0
1006002680,grid_30.0_268.0,,30.0,-92.0
1006002690,grid_30.0_269.0,,30.0,-91.0
1006002700,grid_30.0_270.0,,30.0,-90.0
1006002730,grid_30.0_273.0,,30.0,-87.0
1006002780,grid_30.0_278.0,,30.0,-82.0
1006003500,grid_30.0_350.0,,30.0,-10.0
1006100310,grid_29.0_31.0,,29.0,31.0
1006100480,grid_29.0_48.0,,29.0,48.0
1006101190,grid_29.0_119.0,,29.0,119.0
1006101200,grid_29.0_120.0,,29.0,120.0
1006101210,grid_29.0_121.0,,29.0,121.0
1006102490,grid_29.0_249.0,,29.0,-111.0
1006102620,grid_29.0_262.0,,29.0,-98.0
1006102790,grid_29.0_279.0,,29.0,-81.0
1006200370,grid_28.0_37.0,,28.0,37.0
1006200460,grid_28.0_46.0,,28.0,46.0
1006200680,grid_28.0_68.0,,28.0,68.0
1006201180,grid_28.0_118.0,,28.0,118.0
1006201190,grid_28.0_119.0,,28.0,119.0
1006201200,grid_28.0_120.0,,28.0,120.0
1006201210,grid_28.0_121.0,,28.0,121.0
1006202610,grid_28.0_261.0,,28.0,-99.0
1006202630,grid_28.0_263.0,,28.0,-97.0
1006202780,grid_28.0_278.0,,28.0,-82.0
1006202790,grid_28.0_279.0,,28.0,-81.0
1006203450,grid_28.0_345.0,,28.0,-15.0
1006300500,grid_27.0_50.0,,27.0,50.0
1006300560,grid_27.0_56.0,,27.0,56.0
1006301180,grid_27.0_118.0,,27.0,118.0
1006301200,grid_27.0_120.0,,27.0,120.0
1006302500,grid_27.0_250.0,,27.0,-110.0
1006302600,grid_27.0_260.0,,27.0,-100.0
1006302770,grid_27.0_277.0,,27.0,-83.0
1006302780,grid_27.0_278.0,,27.0,-82.0
1006302800,grid_27.0_280.0,,27.0,-80.0
1006400500,grid_26.0_50.0,,26.0,50.0
1006400510,grid_26.0_51.0,,26.0,51.0
1006401180,grid_26.0_118.0,,26.0,118.0
1006401190,grid_26.0_119.0,,26.0,119.0
1006401280,grid_26.0_128.0,,26.0,128.0
1006402510,grid_26.0_251.0,,26.0,-109.0
1006402600,grid_26.0_260.0,,26.0,-100.0
1006402620,grid_26.0_262.0,,26.0,-98.0
1006402780,grid_26.0_278.0,,26.0,-82.0
1006402800,grid_26.0_280.0,,26.0,-80.0
1006500500,grid_25.0_50.0,,25.0,50.0
1006500510,grid_25.0_51.0,,25.0,51.0
1006500520,grid_25.0_52.0,,25.0,52.0
1006500550,grid_25.0_55.0,,25.0,55.0
1006500670,grid_25.0_67.0,,25.0,67.0
1006500680,grid_25.0_68.0,,25.0,68.0
1006501140,grid_25.0_114.0,,25.0,114.0
1006501170,grid_25.0_117.0,,25.0,117.0
1006501180,grid_25.0_118.0,,25.0,118.0
1006501190,grid_25.0_119.0,,25.0,119.0
1006501210,grid_25.0_121.0,,25.0,121.0
1006501220,grid_25.0_122.0,,25.0,122.0
1006502530,grid_25.0_253.0,,25.0,-107.0
1006600330,grid_24.0_33.0,,24.0,33.0
1006600380,grid_24.0_38.0,,24.0,38.0
1006600400,grid_24.0_40.0,,24.0,40.0
1006600540,grid_24.0_54.0,,24.0,54.0
1006600560,grid_24.0_56.0,,24.0,56.0
1006600590,grid_24.0_59.0,,24.0,59.0
1006600870,grid_24.0_87.0,,24.0,87.0
1006600880,grid_24.0_88.0,,24.0,88.0
1006600890,grid_24.0_89.0,,24.0,89.0
1006600900,grid_24.0_90.0,,24.0,90.0
1006600910,grid_24.0_91.0,,24.0,91.0
1006601090,grid_24.0_109.0,,24.0,109.0
1006601120,grid_24.0_112.0,,24.0,112.0
1006601130,grid_24.0_113.0,,24.0,113.0
1006601150,grid_24.0_115.0,,24.0,115.0
1006601160,grid_24.0_116.0,,24.0,116.0
1006601170,grid_24.0_117.0,,24.0,117.0
1006601180,grid_24.0_118.0,,24.0,118.0
1006601210,grid_24.0_121.0,,24.0,121.0
1006602550,grid_24.0_255.0,,24.0,-105.0
1006602610,grid_24.0_261.0,,24.0,-99.0
1006700700,grid_23.0_70.0,,23.0,70.0
1006700710,grid_23.0_71.0,,23.0,71.0
1006700730,grid_23.0_73.0,,23.0,73.0
1006700850,grid_23.0_85.0,,23.0,85.0
1006700860,grid_23.0_86.0,,23.0,86.0
1006700880,grid_23.0_88.0,,23.0,88.0
1006700890,grid_23.0_89.0,,23.0,89.0
1006700900,grid_23.0_90.0,,23.0,90.0
1006700910,grid_23.0_91.0,,23.0,91.0
1006701080,grid_23.0_108.0,,23.0,108.0
1006701100,grid_23.0_110.0,,23.0,110.0
1006701110,grid_23.0_111.0,,23.0,111.0
1006701120,grid_23.0_112.0,,23.0,112.0
1006701130,grid_23.0_113.0,,23.0,113.0
1006701140,grid_23.0_114.0,,23.0,114.0
1006701150,grid_23.0_115.0,,23.0,115.0
1006701160,grid_23.0_116.0,,23.0,116.0
1006701170,grid_23.0_117.0,,23.0,117.0
1006701200,grid_23.0_120.0,,23.0,120.0
1006702540,grid_23.0_254.0,,23.0,-106.0
1006702570,grid_23.0_257.0,,23.0,-103.0
1006702780,grid_23.0_278.0,,23.0,-82.0
1006800390,grid_22.0_39.0,,22.0,39.0
1006800700,grid_22.0_70.0,,22.0,70.0
1006800710,grid_22.0_71.0,,22.0,71.0
1006800720,grid_22.0_72.0,,22.0,72.0
1006800730,grid_22.0_73.0,,22.0,73.0
1006800850,grid_22.0_85.0,,22.0,85.0
1006800870,grid_22.0_87.0,,22.0,87.0
1006800920,grid_22.0_92.0,,22.0,92.0
1006801080,grid_22.0_108.0,,22.0,108.0
1006801090,grid_22.0_109.0,,22.0,109.0
1006801110,grid_22.0_111.0,,22.0,111.0
1006801120,grid_22.0_112.0,,22.0,112.0
1006801130,grid_22.0_113.0,,22.0,113.0
1006801140,grid_22.0_114.0,,22.0,114.0
1006802550,grid_22.0_255.0,,22.0,-105.0
1006802620,grid_22.0_262.0,,22.0,-98.0
1006900400,grid_21.0_40.0,,21.0,40.0
1006900730,grid_21.0_73.0,,21.0,73.0
1006900750,grid_21.0_75.0,,21.0,75.0
1006901060,grid_21.0_106.0,,21.0,106.0
1006901070,grid_21.0_107.0,,21.0,107.0
1006901090,grid_21.0_109.0,,21.0,109.0
1006901100,grid_21.0_110.0,,21.0,110.0
1006901110,grid_21.0_111.0,,21.0,111.0
1006902020,grid_21.0_202.0,,21.0,-158.0
1006902550,grid_21.0_255.0,,21.0,-105.0
1006902570,grid_21.0_257.0,,21.0,-103.0
1006902600,grid_21.0_260.0,,21.0,-100.0
1006902630,grid_21.0_263.0,,21.0,-97.0
1006902700,grid_21.0_270.0,,21.0,-90.0
1006902730,grid_21.0_273.0,,21.0,-87.0
1006902820,grid_21.0_282.0,,21.0,-78.0
1007000370,grid_20.0_37.0,,20.0,37.0
1007000740,grid_20.0_74.0,,20.0,74.0
1007000750,grid_20.0_75.0,,20.0,75.0
1007000860,grid_20.0_86.0,,20.0,86.0
1007000960,grid_20.0_96.0,,20.0,96.0
1007001100,grid_20.0_110.0,,20.0,110.0
1007001110,grid_20.0_111.0,,20.0,111.0
1007002590,grid_20.0_259.0,,20.0,-101.0
1007002610,grid_20.0_261.0,,20.0,-99.0
1007002630,grid_20.0_263.0,,20.0,-97.0
1007002840,grid_20.0_284.0,,20.0,-76.0
1007100730,grid_19.0_73.0,,19.0,73.0
1007100740,grid_19.0_74.0,,19.0,74.0
