location,lat,lon,gauge_id,gauge_name,gauge_country,low-end,low,central,high,high-end
1011200480,-22.0,48.0,,,,0.14,0.27,0.55,0.98,1.82
1011201660,-22.0,166.0,,,,0.2,0.31,0.56,1.02,1.86
1011203160,-22.0,-44.0,,,,0.2,0.3,0.56,0.96,1.75
1011203170,-22.0,-43.0,,,,0.2,0.3,0.55,0.96,1.75
1011203180,-22.0,-42.0,,,,0.19,0.29,0.56,0.96,1.76
1011203190,-22.0,-41.0,,,,0.18,0.29,0.56,0.98,1.78
1011300150,-23.0,15.0,,,,0.17,0.29,0.58,1.03,1.84
1011300350,-23.0,35.0,,,,0.18,0.3,0.59,1.03,1.84
1011300440,-23.0,44.0,,,,0.16,0.29,0.57,1.0,1.84
1011300480,-23.0,48.0,,,,0.14,0.28,0.56,0.99,1.84
1011303130,-23.0,-47.0,,,,0.25,0.36,0.62,1.03,1.8
1011303140,-23.0,-46.0,,,,0.24,0.34,0.61,1.02,1.79
1011303150,-23.0,-45.0,,,,0.23,0.33,0.59,1.0,1.78
1011303160,-23.0,-44.0,,,,0.23,0.32,0.58,0.98,1.78
1011303170,-23.0,-43.0,,,,0.23,0.32,0.57,0.98,1.78
1011303180,-23.0,-42.0,,,,0.21,0.31,0.57,0.98,1.79
1011400350,-24.0,35.0,,,,0.18,0.31,0.6,1.03,1.85
1011402900,-24.0,-70.0,,,,0.06,0.15,0.37,0.73,1.5
1011403130,-24.0,-47.0,,,,0.3,0.4,0.66,1.06,1.84
1011403140,-24.0,-46.0,,,,0.28,0.38,0.64,1.05,1.84
1011403150,-24.0,-45.0,,,,0.25,0.36,0.62,1.03,1.83
1011500330,-25.0,33.0,,,,0.16,0.29,0.58,1.01,1.82
1011500340,-25.0,34.0,,,,0.17,0.3,0.59,1.02,1.84
1011500450,-25.0,45.0,,,,0.16,0.29,0.57,1.0,1.84
1011500460,-25.0,46.0,,,,0.15,0.28,0.57,1.0,1.84
1011500470,-25.0,47.0,,,,0.15,0.29,0.57,1.0,1.85
1011503100,-25.0,-50.0,,,,0.25,0.35,0.62,1.02,1.78
1011503110,-25.0,-49.0,,,,0.31,0.4,0.66,1.06,1.83
1011600320,-26.0,32.0,,,,0.16,0.29,0.57,1.0,1.81
1011600330,-26.0,33.0,,,,0.17,0.3,0.59,1.02,1.84
1011603110,-26.0,-49.0,,,,0.29,0.39,0.65,1.05,1.82
1011701530,-27.0,153.0,,,,0.2,0.29,0.53,0.96,1.75
1011702900,-27.0,-70.0,,,,0.24,0.34,0.56,0.93,1.68
1011703110,-27.0,-49.0,,,,0.25,0.35,0.61,1.02,1.79
1011801530,-28.0,153.0,,,,0.21,0.3,0.54,0.96,1.75
1011803110,-28.0,-49.0,,,,0.23,0.33,0.59,0.99,1.76
1011900310,-29.0,31.0,,,,0.16,0.29,0.58,1.0,1.82
1011900320,-29.0,32.0,,,,0.17,0.3,0.59,1.02,1.85
1011903080,-29.0,-52.0,,,,0.14,0.25,0.52,0.93,1.67
1011903090,-29.0,-51.0,,,,0.16,0.26,0.54,0.94,1.7
1011903110,-29.0,-49.0,,,,0.21,0.31,0.57,0.98,1.76
1012000300,-30.0,30.0,,,,0.15,0.28,0.57,0.99,1.8
1012000310,-30.0,31.0,,,,0.18,0.29,0.55,0.96,1.79
1012002890,-30.0,-71.0,,,,0.14,0.24,0.48,0.85,1.6
1012003090,-30.0,-51.0,,,,0.15,0.26,0.53,0.94,1.7
1012102890,-31.0,-71.0,,,,0.08,0.19,0.42,0.78,1.52
1012200290,-32.0,29.0,,,,0.16,0.29,0.57,1.0,1.82
1012201160,-32.0,116.0,,,,0.24,0.34,0.57,0.96,1.75
1012203080,-32.0,-52.0,,,,0.14,0.25,0.52,0.93,1.68
1012300180,-33.0,18.0,,,,0.18,0.31,0.6,1.03,1.85
1012300190,-33.0,19.0,,,,0.17,0.3,0.59,1.01,1.82
1012300270,-33.0,27.0,,,,0.17,0.3,0.59,1.02,1.83
1012300280,-33.0,28.0,,,,0.17,0.3,0.59,1.02,1.84
1012301160,-33.0,116.0,,,,0.22,0.32,0.55,0.93,1.72
1012301510,-33.0,151.0,,,,0.21,0.29,0.55,1.0,1.75
1012301520,-33.0,152.0,,,,0.24,0.32,0.58,1.02,1.8
1012302880,-33.0,-72.0,,,,0.04,0.12,0.33,0.68,1.43
1012302890,-33.0,-71.0,,,,0.03,0.11,0.32,0.67,1.4
1012400180,-34.0,18.0,,,,0.19,0.32,0.6,1.02,1.84
1012400190,-34.0,19.0,,,,0.18,0.31,0.59,1.02,1.83
1012400200,-34.0,20.0,,,,0.18,0.31,0.6,1.02,1.83
1012400220,-34.0,22.0,,,,0.23,0.34,0.61,1.03,1.84
1012400250,-34.0,25.0,,,,0.18,0.31,0.6,1.04,1.85
1012400260,-34.0,26.0,,,,0.19,0.31,0.6,1.03,1.84
1012401510,-34.0,151.0,,,,0.18,0.27,0.52,0.96,1.73
1012402880,-34.0,-72.0,,,,0.04,0.12,0.34,0.69,1.42
1012402890,-34.0,-71.0,,,,0.03,0.11,0.33,0.68,1.4
1012403010,-34.0,-59.0,,,,0.21,0.3,0.53,0.91,1.63
1012501390,-35.0,139.0,,,,0.27,0.36,0.58,0.93,1.68
1012501510,-35.0,151.0,,,,0.16,0.25,0.52,0.96,1.72
1012502880,-35.0,-72.0,,,,0.06,0.15,0.36,0.71,1.44
1012502890,-35.0,-71.0,,,,0.04,0.14,0.36,0.7,1.42
1012503010,-35.0,-59.0,,,,0.21,0.29,0.52,0.9,1.61
1012503020,-35.0,-58.0,,,,0.2,0.28,0.51,0.89,1.61
1012503040,-35.0,-56.0,,,,0.17,0.25,0.48,0.86,1.6
1012503050,-35.0,-55.0,,,,0.17,0.25,0.49,0.87,1.62
1012602880,-36.0,-72.0,,,,0.09,0.17,0.39,0.73,1.44
1012701750,-37.0,175.0,,,,0.22,0.32,0.57,1.01,1.78
1012702870,-37.0,-73.0,,,,0.12,0.2,0.41,0.74,1.45
1012702880,-37.0,-72.0,,,,0.1,0.19,0.4,0.73,1.44
1012801440,-38.0,144.0,,,,0.18,0.28,0.5,0.86,1.59
1012801450,-38.0,145.0,,,,0.17,0.26,0.49,0.85,1.59
1012801750,-38.0,175.0,,,,0.23,0.32,0.58,1.02,1.78
1012801760,-38.0,176.0,,,,0.24,0.34,0.59,1.03,1.79
1012803020,-38.0,-58.0,,,,0.17,0.25,0.47,0.85,1.57
1012901740,-39.0,174.0,,,,0.22,0.32,0.58,1.03,1.78
1012902870,-39.0,-73.0,,,,0.09,0.18,0.39,0.72,1.42
1012902980,-39.0,-62.0,,,,0.13,0.23,0.47,0.84,1.54
1012903010,-39.0,-59.0,,,,0.17,0.25,0.47,0.85,1.56
1013001760,-40.0,176.0,,,,0.27,0.36,0.62,1.06,1.8
1013002870,-40.0,-73.0,,,,0.08,0.17,0.37,0.7,1.39
1013101750,-41.0,175.0,,,,0.28,0.37,0.63,1.07,1.81
1013102870,-41.0,-73.0,,,,0.07,0.16,0.36,0.68,1.36
1013102890,-41.0,-71.0,,,,0.06,0.17,0.38,0.71,1.38
1013102970,-41.0,-63.0,,,,0.15,0.25,0.49,0.86,1.55
1013202860,-42.0,-74.0,,,,0.07,0.16,0.36,0.69,1.36
1013301470,-43.0,147.0,,,,0.18,0.27,0.53,0.96,1.68
1013302950,-43.0,-65.0,,,,0.21,0.29,0.51,0.85,1.52
1013401730,-44.0,173.0,,,,0.27,0.36,0.62,1.06,1.78
1013601700,-46.0,170.0,,,,0.22,0.32,0.57,0.99,1.69
1013602880,-46.0,-72.0,,,,-0.05,0.07,0.28,0.57,1.19
1013602920,-46.0,-68.0,,,,0.07,0.19,0.42,0.77,1.4
1014002880,-50.0,-72.0,,,,-0.08,0.04,0.25,0.54,1.12
1014202910,-52.0,-69.0,,,,-0.01,0.1,0.31,0.63,1.21
1014302890,-53.0,-71.0,,,,-0.03,0.06,0.26,0.57,1.13
1014402920,-54.0,-68.0,,,,-0.04,0.06,0.26,0.58,1.14
1014502920,-55.0,-68.0,,,,-0.05,0.05,0.26,0.57,1.13
