location,lat,lon,gauge_id,gauge_name,gauge_country,low-end,low,central,high,high-end
1002000190,70.0,19.0,,,,-0.19,0.02,0.32,0.72,1.29
1002100330,69.0,33.0,,,,-0.01,0.16,0.48,0.89,1.48
1002200330,68.0,33.0,,,,-0.11,0.07,0.39,0.81,1.41
1002500250,65.0,25.0,,,,-0.71,-0.54,-0.23,0.19,0.79
1002500400,65.0,40.0,,,,0.07,0.24,0.59,1.05,1.66
1002500410,65.0,41.0,,,,0.12,0.29,0.64,1.11,1.71
1002600200,64.0,20.0,,,,-0.77,-0.6,-0.3,0.12,0.71
1002603380,64.0,-22.0,,,,-0.37,0.07,0.28,0.58,1.07
1002700100,63.0,10.0,,,,-0.31,-0.13,0.15,0.56,1.15
1002900260,61.0,26.0,,,,-0.27,-0.12,0.18,0.61,1.22
1002902100,61.0,-150.0,,,,-0.79,-0.59,-0.34,-0.1,0.66
1003000050,60.0,5.0,,,,-0.0,0.18,0.48,0.9,1.51
1003000100,60.0,10.0,,,,-0.25,-0.09,0.2,0.62,1.23
1003000110,60.0,11.0,,,,-0.29,-0.14,0.14,0.56,1.16
1003000170,60.0,17.0,,,,-0.44,-0.29,0.0,0.42,1.04
1003000180,60.0,18.0,,,,-0.44,-0.29,0.0,0.43,1.04
1003000220,60.0,22.0,,,,-0.32,-0.17,0.14,0.57,1.19
1003000250,60.0,25.0,,,,-0.19,-0.05,0.26,0.69,1.31
1003000300,60.0,30.0,,,,0.09,0.2,0.51,0.91,1.53
1003000310,60.0,31.0,,,,0.09,0.21,0.53,0.94,1.57
1003001510,60.0,151.0,,,,-0.09,0.12,0.5,1.02,1.79
1003100060,59.0,6.0,,,,-0.01,0.16,0.47,0.91,1.52
1003100110,59.0,11.0,,,,-0.17,-0.03,0.25,0.67,1.28
1003100150,59.0,15.0,,,,-0.28,-0.14,0.15,0.57,1.19
1003100160,59.0,16.0,,,,-0.29,-0.15,0.14,0.57,1.18
1003100170,59.0,17.0,,,,-0.29,-0.15,0.14,0.57,1.18
1003100180,59.0,18.0,,,,-0.29,-0.14,0.15,0.58,1.2
1003100250,59.0,25.0,,,,-0.08,0.06,0.37,0.81,1.43
1003100270,59.0,27.0,,,,0.06,0.2,0.51,0.95,1.57
1003100280,59.0,28.0,,,,0.09,0.22,0.53,0.96,1.58
1003200080,58.0,8.0,,,,-0.01,0.15,0.44,0.87,1.49
1003200120,58.0,12.0,,,,-0.12,0.02,0.29,0.72,1.34
1003200130,58.0,13.0,,,,-0.13,0.01,0.29,0.73,1.35
1003200160,58.0,16.0,,,,-0.15,-0.01,0.28,0.71,1.33
1003300100,57.0,10.0,,,,0.06,0.2,0.48,0.91,1.54
1003300210,57.0,21.0,,,,0.09,0.22,0.53,0.97,1.6
1003300240,57.0,24.0,,,,0.1,0.24,0.55,0.99,1.62
1003303580,57.0,-2.0,,,,0.02,0.2,0.5,0.92,1.55
1003400100,56.0,10.0,,,,0.11,0.25,0.53,0.96,1.59
1003400120,56.0,12.0,,,,-0.1,0.14,0.55,1.07,1.71
1003400130,56.0,13.0,,,,0.08,0.21,0.49,0.92,1.55
1003400210,56.0,21.0,,,,0.15,0.28,0.59,1.03,1.66
1003403550,56.0,-5.0,,,,-0.03,0.13,0.4,0.79,1.42
1003403560,56.0,-4.0,,,,-0.01,0.15,0.43,0.84,1.46
1003403570,56.0,-3.0,,,,0.02,0.19,0.48,0.89,1.52
1003500090,55.0,9.0,,,,0.14,0.28,0.57,1.0,1.64
1003500100,55.0,10.0,,,,0.15,0.28,0.57,1.0,1.63
1003500180,55.0,18.0,,,,0.18,0.31,0.61,1.05,1.69
1003500210,55.0,21.0,,,,0.2,0.33,0.64,1.08,1.71
1003503530,55.0,-7.0,,,,-0.03,0.13,0.4,0.8,1.43
1003503540,55.0,-6.0,,,,-0.02,0.13,0.4,0.79,1.42
1003503550,55.0,-5.0,,,,-0.0,0.15,0.41,0.79,1.43
1003503570,55.0,-3.0,,,,0.06,0.21,0.49,0.9,1.53
1003503580,55.0,-2.0,,,,0.09,0.25,0.55,0.97,1.6
1003503590,55.0,-1.0,,,,0.14,0.3,0.59,1.02,1.65
1003600000,54.0,0.0,,,,0.17,0.32,0.63,1.06,1.7
1003600090,54.0,9.0,,,,0.17,0.31,0.6,1.03,1.67
1003600100,54.0,10.0,,,,0.19,0.32,0.61,1.04,1.67
1003600110,54.0,11.0,,,,0.16,0.31,0.62,1.07,1.71
1003600120,54.0,12.0,,,,0.18,0.31,0.66,1.02,1.66
1003600130,54.0,13.0,,,,0.17,0.29,0.58,1.01,1.65
1003600160,54.0,16.0,,,,0.16,0.29,0.59,1.03,1.67
1003600170,54.0,17.0,,,,0.18,0.31,0.61,1.05,1.69
1003600190,54.0,19.0,,,,0.22,0.35,0.65,1.09,1.73
1003600200,54.0,20.0,,,,0.23,0.36,0.66,1.11,1.74
1003603570,54.0,-3.0,,,,0.1,0.24,0.51,0.9,1.54
1003603580,54.0,-2.0,,,,0.13,0.28,0.56,0.97,1.61
1003603590,54.0,-1.0,,,,0.15,0.3,0.6,1.02,1.66
1003700000,53.0,0.0,,,,0.15,0.31,0.61,1.04,1.68
1003700010,53.0,1.0,,,,0.16,0.32,0.62,1.05,1.7
1003700020,53.0,2.0,,,,0.17,0.32,0.62,1.06,1.71
1003700050,53.0,5.0,,,,0.15,0.29,0.58,1.02,1.67
1003700060,53.0,6.0,,,,0.16,0.3,0.59,1.02,1.67
1003700070,53.0,7.0,,,,0.17,0.31,0.6,1.04,1.68
1003700080,53.0,8.0,,,,0.18,0.32,0.62,1.05,1.69
1003700090,53.0,9.0,,,,0.18,0.32,0.62,1.06,1.7
1003700100,53.0,10.0,,,,0.19,0.32,0.63,1.06,1.7
1003700150,53.0,15.0,,,,0.18,0.31,0.61,1.05,1.68
1003700190,53.0,19.0,,,,0.23,0.36,0.66,1.11,1.75
1003701590,53.0,159.0,,,,-0.09,0.12,0.51,1.04,1.87
1003703510,53.0,-9.0,,,,0.11,0.26,0.54,0.93,1.58
1003703540,53.0,-6.0,,,,0.13,0.27,0.54,0.93,1.58
1003703570,53.0,-3.0,,,,0.14,0.28,0.55,0.94,1.59
1003703580,53.0,-2.0,,,,0.14,0.28,0.57,0.97,1.62
1003703590,53.0,-1.0,,,,0.15,0.3,0.59,1.01,1.65
1003800000,52.0,0.0,,,,0.15,0.29,0.58,1.0,1.65
1003800010,52.0,1.0,,,,0.15,0.3,0.6,1.02,1.67
1003800020,52.0,2.0,,,,0.15,0.3,0.61,1.04,1.69
1003800040,52.0,4.0,,,,0.16,0.31,0.6,1.03,1.68
1003800050,52.0,5.0,,,,0.16,0.31,0.6,1.03,1.68
1003800060,52.0,6.0,,,,0.17,0.31,0.6,1.04,1.69
1003800070,52.0,7.0,,,,0.17,0.31,0.61,1.05,1.69
1003803520,52.0,-8.0,,,,0.17,0.32,0.58,0.98,1.64
1003803560,52.0,-4.0,,,,0.16,0.3,0.56,0.96,1.61
1003803570,52.0,-3.0,,,,0.15,0.29,0.56,0.96,1.61
1003803580,52.0,-2.0,,,,0.14,0.28,0.56,0.97,1.61
1003803590,52.0,-1.0,,,,0.14,0.28,0.57,0.98,1.63
1003900000,51.0,0.0,,,,0.15,0.29,0.58,1.0,1.65
1003900010,51.0,1.0,,,,0.17,0.3,0.6,1.02,1.67
1003900020,51.0,2.0,,,,0.18,0.32,0.6,1.03,1.68
1003900030,51.0,3.0,,,,0.18,0.32,0.61,1.03,1.68
1003900040,51.0,4.0,,,,0.18,0.32,0.61,1.04,1.69
1003900050,51.0,5.0,,,,0.18,0.32,0.61,1.05,1.7
1003900060,51.0,6.0,,,,0.18,0.32,0.62,1.05,1.7
1003903560,51.0,-4.0,,,,0.16,0.29,0.56,0.96,1.62
1003903570,51.0,-3.0,,,,0.14,0.28,0.54,0.95,1.61
1003903580,51.0,-2.0,,,,0.13,0.27,0.54,0.95,1.61
1003903590,51.0,-1.0,,,,0.13,0.27,0.56,0.97,1.63
1004000020,50.0,2.0,,,,0.2,0.34,0.62,1.04,1.7
1004000030,50.0,3.0,,,,0.21,0.34,0.63,1.05,1.7
1004000040,50.0,4.0,,,,0.2,0.34,0.63,1.06,1.71
1004003560,50.0,-4.0,,,,0.15,0.28,0.55,0.95,1.62
1004003580,50.0,-2.0,,,,0.13,0.26,0.54,0.95,1.62
1004100000,49.0,0.0,,,,0.18,0.3,0.58,0.99,1.65
1004100010,49.0,1.0,,,,0.2,0.33,0.61,1.03,1.69
1004102360,49.0,-124.0,,,,-0.04,0.07,0.29,0.64,1.43
1004102370,49.0,-123.0,,,,-0.02,0.09,0.31,0.66,1.44
1004102380,49.0,-122.0,,,,0.01,0.12,0.34,0.69,1.46
1004103570,49.0,-3.0,,,,0.13,0.26,0.53,0.94,1.61
1004103580,49.0,-2.0,,,,0.13,0.26,0.53,0.94,1.61
1004200380,48.0,38.0,,,,-0.08,0.12,0.43,0.95,1.62
1004200390,48.0,39.0,,,,0.03,0.19,0.46,0.86,1.51
1004200400,48.0,40.0,,,,0.03,0.19,0.46,0.86,1.51
1004202370,48.0,-123.0,,,,0.06,0.16,0.39,0.75,1.53
1004202380,48.0,-122.0,,,,0.08,0.18,0.41,0.77,1.54
1004203070,48.0,-53.0,,,,0.19,0.36,0.68,1.15,1.85
1004203560,48.0,-4.0,,,,0.16,0.28,0.53,0.93,1.61
1004203570,48.0,-3.0,,,,0.15,0.27,0.52,0.92,1.6
1004203580,48.0,-2.0,,,,0.15,0.27,0.52,0.92,1.59
1004300290,47.0,29.0,,,,-0.04,0.14,0.44,0.92,1.58
1004300300,47.0,30.0,,,,-0.03,0.15,0.44,0.92,1.59
1004300310,47.0,31.0,,,,-0.03,0.15,0.44,0.93,1.59
1004300320,47.0,32.0,,,,-0.03,0.15,0.45,0.93,1.6
1004300330,47.0,33.0,,,,-0.03,0.16,0.45,0.93,1.6
1004300350,47.0,35.0,,,,-0.03,0.15,0.44,0.86,1.52
1004300370,47.0,37.0,,,,-0.03,0.15,0.44,0.86,1.52
1004300380,47.0,38.0,,,,-0.04,0.14,0.44,0.86,1.52
1004300390,47.0,39.0,,,,-0.04,0.14,0.43,0.85,1.52
1004300400,47.0,40.0,,,,-0.05,0.14,0.43,0.85,1.51
1004301430,47.0,143.0,,,,-0.11,0.12,0.53,1.09,1.92
1004302370,47.0,-123.0,,,,0.09,0.2,0.43,0.79,1.58
1004302380,47.0,-122.0,,,,0.1,0.21,0.44,0.81,1.59
1004303580,47.0,-2.0,,,,0.16,0.27,0.52,0.92,1.6
1004400000,46.0,0.0,,,,0.16,0.28,0.53,0.93,1.6
1004400120,46.0,12.0,,,,0.12,0.25,0.52,0.92,1.58
1004400130,46.0,13.0,,,,0.07,0.21,0.49,0.91,1.56
1004400140,46.0,14.0,,,,0.07,0.21,0.48,0.89,1.55
1004400150,46.0,15.0,,,,0.06,0.2,0.48,0.9,1.56
1004400300,46.0,30.0,,,,-0.02,0.16,0.45,0.94,1.61
1004400310,46.0,31.0,,,,-0.01,0.17,0.46,0.88,1.55
1004400340,46.0,34.0,,,,-0.01,0.17,0.46,0.88,1.54
1004402370,46.0,-123.0,,,,0.09,0.2,0.44,0.81,1.6
1004403590,46.0,-1.0,,,,0.16,0.28,0.53,0.92,1.6
1004500080,45.0,8.0,,,,0.08,0.21,0.5,0.91,1.57
1004500090,45.0,9.0,,,,0.08,0.22,0.51,0.91,1.58
1004500100,45.0,10.0,,,,0.09,0.22,0.51,0.92,1.58
1004500110,45.0,11.0,,,,0.08,0.22,0.51,0.91,1.58
1004500120,45.0,12.0,,,,0.1,0.24,0.52,0.93,1.6
1004500140,45.0,14.0,,,,0.07,0.2,0.47,0.87,1.54
1004500280,45.0,28.0,,,,-0.03,0.15,0.44,0.86,1.52
1004500290,45.0,29.0,,,,-0.01,0.16,0.46,0.87,1.54
1004500330,45.0,33.0,,,,0.0,0.18,0.48,0.89,1.57
1004500340,45.0,34.0,,,,0.0,0.18,0.47,0.96,1.64
1004500350,45.0,35.0,,,,0.01,0.19,0.48,0.9,1.58
1004500360,45.0,36.0,,,,-0.0,0.18,0.48,0.9,1.58
1004500370,45.0,37.0,,,,-0.0,0.18,0.48,0.89,1.57
1004500380,45.0,38.0,,,,-0.01,0.17,0.47,0.97,1.64
1004500390,45.0,39.0,,,,-0.01,0.17,0.46,0.96,1.63
1004500400,45.0,40.0,,,,-0.02,0.16,0.45,0.95,1.62
1004502370,45.0,-123.0,,,,0.09,0.2,0.44,0.81,1.6
1004502960,45.0,-64.0,,,,0.34,0.49,0.81,1.28,2.0
1004503590,45.0,-1.0,,,,0.16,0.28,0.53,0.93,1.61
1004600040,44.0,4.0,,,,0.11,0.24,0.53,0.94,1.61
1004600050,44.0,5.0,,,,0.1,0.24,0.53,0.94,1.61
1004600070,44.0,7.0,,,,0.09,0.22,0.51,0.92,1.59
1004600080,44.0,8.0,,,,0.11,0.23,0.5,0.89,1.57
1004600090,44.0,9.0,,,,0.11,0.24,0.53,0.94,1.62
1004600100,44.0,10.0,,,,0.1,0.24,0.53,0.94,1.62
1004600110,44.0,11.0,,,,0.1,0.23,0.52,0.93,1.6
1004600120,44.0,12.0,,,,0.09,0.22,0.51,0.92,1.6
1004600130,44.0,13.0,,,,0.08,0.22,0.5,0.92,1.6
1004600140,44.0,14.0,,,,0.08,0.22,0.5,0.92,1.6
1004600150,44.0,15.0,,,,0.1,0.23,0.5,0.91,1.58
1004600160,44.0,16.0,,,,0.07,0.21,0.49,0.91,1.58
1004600280,44.0,28.0,,,,-0.02,0.15,0.44,0.93,1.61
1004600290,44.0,29.0,,,,-0.0,0.17,0.45,0.86,1.54
1004600340,44.0,34.0,,,,0.02,0.2,0.49,0.99,1.68
1004600390,44.0,39.0,,,,0.06,0.22,0.5,0.89,1.57
1004600400,44.0,40.0,,,,-0.01,0.17,0.46,0.96,1.64
1004601310,44.0,131.0,,,,-0.08,0.13,0.52,1.09,1.89
1004601320,44.0,132.0,,,,-0.08,0.14,0.53,1.1,1.9
1004601420,44.0,142.0,,,,-0.1,0.12,0.54,1.12,1.96
1004601440,44.0,144.0,,,,-0.08,0.14,0.54,1.11,1.95
1004602370,44.0,-123.0,,,,0.08,0.2,0.44,0.81,1.61
1004603540,44.0,-6.0,,,,0.14,0.28,0.57,1.0,1.7
1004700000,43.0,0.0,,,,-0.03,0.15,0.5,0.91,1.59
1004700030,43.0,3.0,,,,0.13,0.26,0.55,0.96,1.64
1004700040,43.0,4.0,,,,0.14,0.27,0.56,0.97,1.65
1004700050,43.0,5.0,,,,0.13,0.26,0.55,0.96,1.65
1004700060,43.0,6.0,,,,0.12,0.24,0.51,0.9,1.59
1004700070,43.0,7.0,,,,0.12,0.25,0.55,0.97,1.66
1004700090,43.0,9.0,,,,0.12,0.26,0.56,0.98,1.66
1004700110,43.0,11.0,,,,0.11,0.25,0.54,0.96,1.64
1004700120,43.0,12.0,,,,0.1,0.24,0.53,0.95,1.62
1004700130,43.0,13.0,,,,0.1,0.23,0.52,0.93,1.61
1004700180,43.0,18.0,,,,0.1,0.23,0.51,0.93,1.6
1004700190,43.0,19.0,,,,0.08,0.22,0.51,0.93,1.6
1004700260,43.0,26.0,,,,0.0,0.17,0.46,0.93,1.6
1004700270,43.0,27.0,,,,-0.0,0.17,0.46,0.95,1.62
1004700280,43.0,28.0,,,,0.0,0.17,0.44,0.92,1.61
1004700400,43.0,40.0,,,,-0.0,0.18,0.47,0.97,1.66
1004700420,43.0,42.0,,,,0.0,0.18,0.48,0.9,1.57
1004701290,43.0,129.0,,,,-0.08,0.13,0.52,1.09,1.89
1004701300,43.0,130.0,,,,-0.08,0.13,0.53,1.1,1.9
1004701320,43.0,132.0,,,,-0.06,0.15,0.55,1.12,1.93
1004701330,43.0,133.0,,,,-0.09,0.14,0.55,1.14,1.96
1004701410,43.0,141.0,,,,-0.09,0.13,0.54,1.13,1.97
1004701420,43.0,142.0,,,,-0.11,0.12,0.55,1.15,1.99
1004701430,43.0,143.0,,,,-0.12,0.12,0.54,1.16,2.01
1004701440,43.0,144.0,,,,-0.01,0.22,0.64,1.27,2.13
1004702890,43.0,-71.0,,,,0.25,0.38,0.69,1.16,1.89
1004703510,43.0,-9.0,,,,0.19,0.32,0.61,1.03,1.73
1004703520,43.0,-8.0,,,,0.17,0.3,0.59,1.02,1.71
1004703540,43.0,-6.0,,,,0.12,0.26,0.56,0.99,1.68
1004703560,43.0,-4.0,,,,0.14,0.28,0.57,1.01,1.69
1004703570,43.0,-3.0,,,,0.14,0.28,0.56,0.99,1.67
1004703580,43.0,-2.0,,,,0.16,0.27,0.53,0.94,1.62
1004800010,42.0,1.0,,,,0.12,0.25,0.54,0.96,1.64
1004800020,42.0,2.0,,,,0.14,0.27,0.56,0.98,1.66
1004800030,42.0,3.0,,,,0.14,0.26,0.53,0.94,1.62
1004800090,42.0,9.0,,,,0.14,0.27,0.57,0.99,1.69
1004800120,42.0,12.0,,,,0.11,0.22,0.5,0.9,1.59
1004800130,42.0,13.0,,,,0.12,0.25,0.54,0.96,1.65
1004800140,42.0,14.0,,,,0.11,0.24,0.53,0.95,1.64
1004800150,42.0,15.0,,,,0.1,0.24,0.52,0.94,1.63
1004800160,42.0,16.0,,,,0.09,0.23,0.52,0.94,1.63
1004800190,42.0,19.0,,,,0.18,0.3,0.56,0.97,1.65
1004800200,42.0,20.0,,,,0.09,0.23,0.52,0.94,1.62
1004800270,42.0,27.0,,,,0.02,0.18,0.47,0.95,1.62
1004800320,42.0,32.0,,,,0.02,0.19,0.48,0.98,1.67
1004800360,42.0,36.0,,,,0.01,0.19,0.49,0.99,1.68
1004800420,42.0,42.0,,,,0.27,0.44,0.73,1.13,1.82
1004800430,42.0,43.0,,,,-0.02,0.15,0.45,0.87,1.55
1004801200,42.0,120.0,,,,-0.11,0.11,0.52,1.09,1.86
1004801210,42.0,121.0,,,,-0.11,0.11,0.52,1.09,1.86
1004801220,42.0,122.0,,,,-0.11,0.11,0.52,1.09,1.87
1004801230,42.0,123.0,,,,-0.1,0.12,0.52,1.1,1.87
1004801290,42.0,129.0,,,,-0.08,0.14,0.54,1.11,1.91
1004801300,42.0,130.0,,,,-0.06,0.15,0.55,1.12,1.93
1004801410,42.0,141.0,,,,-0.12,0.11,0.53,1.13,1.98
1004802870,42.0,-73.0,,,,0.3,0.43,0.74,1.18,1.91
1004802880,42.0,-72.0,,,,0.31,0.44,0.75,1.2,1.94
1004802890,42.0,-71.0,,,,0.33,0.46,0.78,1.24,1.98
1004803510,42.0,-9.0,,,,0.18,0.31,0.58,1.0,1.7
1004803520,42.0,-8.0,,,,0.14,0.27,0.56,0.99,1.68
1004803580,42.0,-2.0,,,,0.15,0.27,0.53,0.93,1.61
1004900010,41.0,1.0,,,,0.14,0.27,0.56,0.98,1.68
1004900020,41.0,2.0,,,,0.2,0.32,0.61,1.03,1.73
1004900090,41.0,9.0,,,,0.15,0.28,0.59,1.01,1.71
1004900130,41.0,13.0,,,,0.13,0.27,0.56,0.99,1.69
1004900140,41.0,14.0,,,,0.13,0.25,0.53,0.94,1.63
1004900150,41.0,15.0,,,,0.11,0.25,0.54,0.96,1.65
1004900160,41.0,16.0,,,,0.11,0.25,0.54,0.96,1.65
1004900170,41.0,17.0,,,,0.11,0.24,0.53,0.96,1.65
1004900180,41.0,18.0,,,,0.1,0.24,0.53,0.96,1.65
1004900190,41.0,19.0,,,,0.1,0.24,0.53,0.96,1.65
1004900200,41.0,20.0,,,,0.1,0.23,0.52,0.94,1.63
1004900230,41.0,23.0,,,,0.14,0.28,0.56,0.97,1.65
1004900240,41.0,24.0,,,,-0.21,-0.07,0.21,0.62,1.3
1004900250,41.0,25.0,,,,-0.11,0.03,0.31,0.74,1.42
1004900270,41.0,27.0,,,,0.05,0.2,0.49,0.93,1.61
1004900280,41.0,28.0,,,,0.02,0.19,0.48,0.96,1.64
1004900290,41.0,29.0,,,,0.01,0.18,0.48,0.98,1.66
1004900300,41.0,30.0,,,,-0.0,0.17,0.46,0.97,1.66
1004900310,41.0,31.0,,,,-0.0,0.17,0.47,0.89,1.58
1004900320,41.0,32.0,,,,-0.01,0.17,0.46,0.96,1.65
1004900330,41.0,33.0,,,,-0.01,0.17,0.46,0.96,1.65
1004900340,41.0,34.0,,,,-0.01,0.17,0.46,0.96,1.65
1004900350,41.0,35.0,,,,-0.01,0.17,0.47,0.97,1.65
1004900360,41.0,36.0,,,,-0.01,0.17,0.47,0.89,1.58
1004900370,41.0,37.0,,,,-0.0,0.17,0.47,0.89,1.58
1004900380,41.0,38.0,,,,-0.01,0.17,0.47,0.97,1.65
1004900390,41.0,39.0,,,,-0.01,0.17,0.47,0.89,1.58
1004900400,41.0,40.0,,,,-0.01,0.16,0.46,0.89,1.57
1004900410,41.0,41.0,,,,-0.02,0.15,0.45,0.87,1.56
1004901200,41.0,120.0,,,,-0.11,0.11,0.52,1.1,1.87
1004901210,41.0,121.0,,,,-0.11,0.11,0.52,1.1,1.88
1004901220,41.0,122.0,,,,-0.1,0.12,0.52,1.1,1.88
1004901230,41.0,123.0,,,,-0.1,0.12,0.53,1.1,1.89
1004901250,41.0,125.0,,,,-0.09,0.13,0.53,1.1,1.89
1004901290,41.0,129.0,,,,-0.07,0.14,0.55,1.12,1.93
1004901400,41.0,140.0,,,,-0.08,0.14,0.58,1.17,2.03
1004901410,41.0,141.0,,,,-0.08,0.14,0.55,1.15,2.0
1004901420,41.0,142.0,,,,-0.12,0.12,0.56,1.24,2.1
1004902850,41.0,-75.0,,,,0.38,0.49,0.79,1.22,1.95
1004902860,41.0,-74.0,,,,0.37,0.49,0.79,1.22,1.96
1004902870,41.0,-73.0,,,,0.4,0.52,0.82,1.25,1.99
1004903510,41.0,-9.0,,,,0.15,0.27,0.55,0.96,1.67
1005000000,40.0,0.0,,,,0.15,0.28,0.56,0.99,1.68
1005000030,40.0,3.0,,,,0.16,0.29,0.58,1.02,1.72
1005000170,40.0,17.0,,,,0.12,0.26,0.55,0.98,1.67
1005000180,40.0,18.0,,,,0.12,0.25,0.54,0.97,1.67
1005000190,40.0,19.0,,,,0.12,0.25,0.54,0.97,1.66
1005000200,40.0,20.0,,,,0.11,0.24,0.53,0.96,1.65
1005000210,40.0,21.0,,,,0.09,0.23,0.52,0.94,1.63
1005000220,40.0,22.0,,,,0.09,0.23,0.52,0.94,1.63
1005000260,40.0,26.0,,,,0.08,0.22,0.51,0.94,1.63
1005000270,40.0,27.0,,,,0.02,0.2,0.54,1.03,1.71
1005000280,40.0,28.0,,,,0.06,0.21,0.5,0.94,1.62
1005000290,40.0,29.0,,,,0.02,0.18,0.48,0.96,1.64
1005000300,40.0,30.0,,,,-0.02,0.16,0.45,0.96,1.64
1005000360,40.0,36.0,,,,-0.02,0.16,0.45,0.87,1.56
1005000370,40.0,37.0,,,,-0.02,0.16,0.45,0.88,1.56
1005001170,40.0,117.0,,,,-0.15,0.07,0.48,1.06,1.83
1005001180,40.0,118.0,,,,-0.14,0.08,0.49,1.07,1.84
1005001190,40.0,119.0,,,,-0.12,0.1,0.51,1.09,1.86
1005001200,40.0,120.0,,,,-0.11,0.11,0.52,1.1,1.89
1005001220,40.0,122.0,,,,-0.09,0.12,0.53,1.11,1.9
1005001230,40.0,123.0,,,,-0.09,0.13,0.53,1.11,1.9
1005001240,40.0,124.0,,,,-0.09,0.13,0.53,1.11,1.91
1005001250,40.0,125.0,,,,-0.09,0.13,0.53,1.11,1.91
1005001260,40.0,126.0,,,,-0.08,0.13,0.54,1.11,1.91
1005001270,40.0,127.0,,,,-0.08,0.13,0.54,1.11,1.91
1005001280,40.0,128.0,,,,-0.07,0.14,0.54,1.12,1.93
1005001290,40.0,129.0,,,,-0.06,0.15,0.55,1.13,1.95
1005001400,40.0,140.0,,,,-0.11,0.12,0.54,1.15,2.01
1005001410,40.0,141.0,,,,-0.11,0.13,0.57,1.22,2.07
1005002830,40.0,-77.0,,,,0.41,0.52,0.8,1.24,1.97
1005002840,40.0,-76.0,,,,0.42,0.53,0.81,1.24,1.98
1005002850,40.0,-75.0,,,,0.42,0.53,0.81,1.24,1.98
1005002860,40.0,-74.0,,,,0.46,0.57,0.87,1.3,2.05
1005003520,40.0,-8.0,,,,0.13,0.26,0.55,0.97,1.67
1005100000,39.0,0.0,,,,0.16,0.29,0.57,1.0,1.7
1005100010,39.0,1.0,,,,0.16,0.29,0.58,1.01,1.72
1005100090,39.0,9.0,,,,0.17,0.29,0.58,1.0,1.7
1005100160,39.0,16.0,,,,0.14,0.28,0.57,1.0,1.7
1005100210,39.0,21.0,,,,0.16,0.28,0.55,0.96,1.65
1005100230,39.0,23.0,,,,0.09,0.23,0.52,0.94,1.63
1005100270,39.0,27.0,,,,0.1,0.24,0.53,0.96,1.65
1005100280,39.0,28.0,,,,0.07,0.23,0.53,0.98,1.67
1005101160,39.0,116.0,,,,-0.15,0.07,0.48,1.06,1.82
1005101170,39.0,117.0,,,,-0.16,0.06,0.47,1.05,1.82
1005101180,39.0,118.0,,,,-0.15,0.08,0.49,1.07,1.85
1005101190,39.0,119.0,,,,-0.12,0.1,0.51,1.09,1.88
1005101210,39.0,121.0,,,,-0.09,0.13,0.54,1.12,1.92
1005101220,39.0,122.0,,,,-0.08,0.13,0.54,1.13,1.92
1005101250,39.0,125.0,,,,-0.08,0.14,0.55,1.13,1.93
1005101260,39.0,126.0,,,,-0.08,0.14,0.54,1.12,1.92
1005101270,39.0,127.0,,,,-0.07,0.14,0.54,1.12,1.93
1005101280,39.0,128.0,,,,-0.06,0.15,0.55,1.13,1.94
1005101400,39.0,140.0,,,,-0.08,0.15,0.58,1.19,2.05
1005101410,39.0,141.0,,,,-0.11,0.13,0.58,1.23,2.09
1005102380,39.0,-122.0,,,,0.14,0.25,0.49,0.88,1.69
1005102390,39.0,-121.0,,,,0.13,0.24,0.47,0.87,1.68
1005102820,39.0,-78.0,,,,0.42,0.53,0.81,1.23,1.97
1005102830,39.0,-77.0,,,,0.44,0.55,0.82,1.25,1.99
1005102840,39.0,-76.0,,,,0.46,0.57,0.84,1.28,2.02
1005103510,39.0,-9.0,,,,0.16,0.29,0.57,1.0,1.71
1005200000,38.0,0.0,,,,0.14,0.26,0.55,0.97,1.68
1005200130,38.0,13.0,,,,0.13,0.25,0.54,0.97,1.67
1005200140,38.0,14.0,,,,0.14,0.27,0.56,1.0,1.7
1005200150,38.0,15.0,,,,0.15,0.28,0.58,1.01,1.72
1005200160,38.0,16.0,,,,0.15,0.28,0.58,1.01,1.72
1005200220,38.0,22.0,,,,0.38,0.51,0.8,1.22,1.91
1005200240,38.0,24.0,,,,0.01,0.14,0.42,0.84,1.54
1005200270,38.0,27.0,,,,0.12,0.26,0.55,0.98,1.68
1005200280,38.0,28.0,,,,0.09,0.24,0.53,0.96,1.65
1005200310,38.0,31.0,,,,0.09,0.23,0.52,0.96,1.65
1005200340,38.0,34.0,,,,0.08,0.22,0.51,0.96,1.64
1005201170,38.0,117.0,,,,-0.15,0.07,0.48,1.06,1.83
1005201180,38.0,118.0,,,,-0.14,0.08,0.49,1.07,1.85
1005201190,38.0,119.0,,,,-0.12,0.1,0.51,1.09,1.88
1005201200,38.0,120.0,,,,-0.1,0.12,0.53,1.12,1.91
1005201210,38.0,121.0,,,,-0.09,0.13,0.54,1.12,1.92
1005201220,38.0,122.0,,,,-0.08,0.14,0.55,1.13,1.94
1005201250,38.0,125.0,,,,-0.08,0.14,0.55,1.13,1.94
1005201260,38.0,126.0,,,,-0.08,0.14,0.55,1.13,1.94
1005201270,38.0,127.0,,,,-0.07,0.14,0.55,1.13,1.94
1005201280,38.0,128.0,,,,-0.06,0.15,0.56,1.14,1.95
1005201290,38.0,129.0,,,,-0.05,0.17,0.58,1.16,1.98
