location,lat,lon,gauge_id,gauge_name,gauge_country,low,central,high,high-end
1009700390,-7.0,39.0,,,,0.36,0.6,1.01,2.07
1009701070,-7.0,107.0,,,,0.34,0.59,1.02,2.14
1009701080,-7.0,108.0,,,,0.34,0.59,1.02,2.14
1009701090,-7.0,109.0,,,,0.35,0.59,1.02,2.14
1009701100,-7.0,110.0,,,,0.35,0.59,1.02,2.15
1009701130,-7.0,113.0,,,,0.35,0.6,1.02,2.15
1009702800,-7.0,-80.0,,,,0.34,0.58,0.98,2.06
1009703240,-7.0,-36.0,,,,0.37,0.61,0.99,2.08
1009703250,-7.0,-35.0,,,,0.37,0.61,1.0,2.1
1009801100,-8.0,110.0,,,,0.34,0.59,1.02,2.16
1009801110,-8.0,111.0,,,,0.34,0.59,1.02,2.14
1009801130,-8.0,113.0,,,,0.34,0.59,1.01,2.14
1009802810,-8.0,-79.0,,,,0.34,0.57,0.97,2.04
1009803240,-8.0,-36.0,,,,0.36,0.6,0.99,2.07
1009803250,-8.0,-35.0,,,,0.37,0.61,1.0,2.1
1009900130,-9.0,13.0,,,,0.37,0.62,1.07,2.15
1009901150,-9.0,115.0,,,,0.34,0.6,1.02,2.16
1009901160,-9.0,116.0,,,,0.35,0.6,1.02,2.16
1009901470,-9.0,147.0,,,,0.36,0.59,1.04,2.17
1009902810,-9.0,-79.0,,,,0.34,0.57,0.98,2.06
1010000160,-10.0,16.0,,,,0.36,0.61,1.05,2.1
1010003240,-10.0,-36.0,,,,0.36,0.6,0.99,2.08
1010103230,-11.0,-37.0,,,,0.35,0.6,0.98,2.07
1010200140,-12.0,14.0,,,,0.37,0.62,1.06,2.13
1010202830,-12.0,-77.0,,,,0.34,0.57,0.96,2.02
1010202850,-12.0,-75.0,,,,0.33,0.55,0.94,1.96
1010203210,-12.0,-39.0,,,,0.35,0.59,0.97,2.03
1010300130,-13.0,13.0,,,,0.37,0.62,1.07,2.15
1010300160,-13.0,16.0,,,,0.38,0.62,1.04,2.1
1010303210,-13.0,-39.0,,,,0.35,0.59,0.97,2.04
1010402880,-14.0,-72.0,,,,0.34,0.55,0.91,1.93
1010500130,-15.0,13.0,,,,0.37,0.62,1.06,2.14
1010500390,-15.0,39.0,,,,0.37,0.6,0.99,2.07
1010503190,-15.0,-41.0,,,,0.34,0.58,0.96,2.01
1010600350,-16.0,35.0,,,,0.37,0.6,0.99,2.04
1010602880,-16.0,-72.0,,,,0.34,0.55,0.93,1.95
1010800370,-18.0,37.0,,,,0.37,0.6,1.0,2.09
1010800490,-18.0,49.0,,,,0.35,0.58,0.96,2.08
1010802900,-18.0,-70.0,,,,0.34,0.55,0.92,1.95
1010900330,-19.0,33.0,,,,0.36,0.6,0.99,2.05
1010900480,-19.0,48.0,,,,0.34,0.57,0.96,2.06
1011000350,-20.0,35.0,,,,0.37,0.61,1.01,2.09
1011000470,-20.0,47.0,,,,0.34,0.57,0.96,2.06
1011003200,-20.0,-40.0,,,,0.34,0.58,0.97,2.05
1011203170,-22.0,-43.0,,,,0.33,0.57,0.97,2.01
1011203190,-22.0,-41.0,,,,0.34,0.58,0.98,2.05
1011300170,-23.0,17.0,,,,0.38,0.62,1.03,2.09
1011303120,-23.0,-48.0,,,,0.32,0.56,0.94,1.96
1011303130,-23.0,-47.0,,,,0.32,0.56,0.95,1.98
1011303140,-23.0,-46.0,,,,0.32,0.56,0.96,1.99
1011303160,-23.0,-44.0,,,,0.33,0.57,0.97,2.02
1011303170,-23.0,-43.0,,,,0.34,0.58,0.98,2.04
1011402900,-24.0,-70.0,,,,0.33,0.55,0.91,1.92
1011403130,-24.0,-47.0,,,,0.32,0.56,0.95,1.99
1011403140,-24.0,-46.0,,,,0.33,0.57,0.96,2.01
1011503100,-25.0,-50.0,,,,0.31,0.55,0.94,1.95
1011503110,-25.0,-49.0,,,,0.32,0.56,0.95,1.96
1011600320,-26.0,32.0,,,,0.36,0.6,1.0,2.07
1011600330,-26.0,33.0,,,,0.37,0.61,1.01,2.1
1011603110,-26.0,-49.0,,,,0.32,0.56,0.95,1.97
1011701530,-27.0,153.0,,,,0.34,0.58,1.0,2.05
1011703110,-27.0,-49.0,,,,0.32,0.56,0.95,1.97
1011801530,-28.0,153.0,,,,0.34,0.58,1.0,2.05
1011803110,-28.0,-49.0,,,,0.32,0.56,0.96,1.98
1011903090,-29.0,-51.0,,,,0.32,0.56,0.94,1.95
1012000300,-30.0,30.0,,,,0.35,0.59,0.99,2.07
1012000310,-30.0,31.0,,,,0.36,0.6,1.0,2.1
1012002890,-30.0,-71.0,,,,0.32,0.53,0.88,1.88
1012003090,-30.0,-51.0,,,,0.32,0.56,0.95,1.95
1012201160,-32.0,116.0,,,,0.32,0.56,0.94,1.98
1012202910,-32.0,-69.0,,,,0.31,0.52,0.86,1.83
1012203080,-32.0,-52.0,,,,0.31,0.55,0.94,1.95
1012300280,-33.0,28.0,,,,0.37,0.6,1.0,2.09
1012301510,-33.0,151.0,,,,0.34,0.59,1.03,2.04
1012301520,-33.0,152.0,,,,0.34,0.59,1.04,2.06
1012302880,-33.0,-72.0,,,,0.32,0.53,0.87,1.86
1012302890,-33.0,-71.0,,,,0.32,0.52,0.86,1.83
1012302910,-33.0,-69.0,,,,0.31,0.51,0.85,1.81
1012400180,-34.0,18.0,,,,0.38,0.63,1.02,2.13
1012400260,-34.0,26.0,,,,0.38,0.63,1.03,2.12
1012401510,-34.0,151.0,,,,0.33,0.59,1.03,2.04
1012501390,-35.0,139.0,,,,0.32,0.53,0.88,1.87
1012501490,-35.0,149.0,,,,0.33,0.59,1.03,2.01
1012503020,-35.0,-58.0,,,,0.29,0.52,0.89,1.85
1012503040,-35.0,-56.0,,,,0.3,0.53,0.91,1.89
1012701750,-37.0,175.0,,,,0.32,0.58,1.02,2.04
1012702870,-37.0,-73.0,,,,0.31,0.5,0.83,1.78
1012801450,-38.0,145.0,,,,0.31,0.53,0.88,1.87
1012803020,-38.0,-58.0,,,,0.29,0.51,0.89,1.85
1012902870,-39.0,-73.0,,,,0.3,0.49,0.8,1.73
1012902980,-39.0,-62.0,,,,0.29,0.5,0.85,1.78
1013101750,-41.0,175.0,,,,0.32,0.57,1.01,1.99
1013401730,-44.0,173.0,,,,0.32,0.58,1.01,1.97
