location,lat,lon,gauge_id,gauge_name,low-end,low,central,high,high-end
554,50.58,-126.95,554,ALERT_BAY,0.16,0.25,0.44,0.78,1.58
555,-2.2,-80.92,555,LA_LIBERTAD,0.25,0.34,0.58,0.99,1.81
556,-8.05,-34.87,556,RECIFE,0.28,0.37,0.61,1.0,1.83
557,15.83,-87.95,557,PUERTO_CORTES,0.29,0.38,0.62,1.03,1.87
558,13.33,-87.82,558,LA_UNION,0.25,0.34,0.57,0.97,1.8
562,67.29,14.39,562,BODO,0.03,0.23,0.52,0.92,1.49
563,21.11,-76.12,563,GIBARA,0.25,0.34,0.59,0.97,1.79
564,-21.1,149.23,564,MACKAY,0.26,0.35,0.58,1.02,1.83
565,28.15,-15.41,565,LAS_PALMAS_C,0.28,0.38,0.64,1.08,1.84
566,60.56,-145.75,566,CORDOVA,-0.02,0.1,0.31,0.57,1.34
567,57.73,-152.51,567,KODIAK_ISLAND,0.09,0.2,0.43,0.76,1.57
568,28.67,-17.77,568,SANTA_CRUZ_DE_LA_PALMA_B,0.27,0.38,0.65,1.14,1.91
569,71.58,128.92,569,TIKSI,0.17,0.31,0.66,1.23,1.92
571,-36.68,-73.1,571,TALCAHUANO,0.23,0.31,0.5,0.83,1.55
572,10.4,-75.55,572,CARTAGENA,0.29,0.39,0.64,1.05,1.87
575,-2.8,-171.72,575,KANTON_ISLAND,0.24,0.35,0.6,1.02,1.93
578,-12.97,-38.52,578,SALVADOR,0.27,0.35,0.59,0.97,1.79
580,-1.45,-48.5,580,BELEM,0.29,0.38,0.62,1.0,1.79
581,8.92,-79.55,581,NAOS_ISLAND,0.3,0.38,0.62,1.03,1.86
593,28.97,-13.53,593,ARRECIFE,0.28,0.37,0.62,1.05,1.81
595,19.29,166.62,595,WAKE_ISLAND,0.27,0.37,0.64,1.09,2.03
596,23.02,70.22,596,KANDLA,0.15,0.23,0.46,0.9,1.66
597,37.25,-76.5,597,GLOUCESTER_POINT,0.28,0.39,0.65,1.07,1.82
598,16.74,-169.53,598,JOHNSTON_ISLAND,0.28,0.37,0.65,1.09,2.03
599,69.75,61.7,599,AMDERMA,0.11,0.26,0.57,1.03,1.65
600,69.25,64.52,600,UST_KARA,0.12,0.27,0.58,1.05,1.67
601,77.72,104.3,601,FEDOROVA,0.09,0.25,0.56,1.13,1.78
602,74.67,138.9,602,SANNIKOVA,0.16,0.31,0.65,1.23,1.93
603,73.18,143.23,603,SHALAUROVA,0.18,0.32,0.67,1.27,1.97
604,69.62,162.3,604,AMBARCHIK,0.2,0.34,0.7,1.33,2.06
605,69.5,166.58,605,RAU-CHUA,0.19,0.34,0.7,1.32,2.06
606,69.7,170.25,606,PEVEK,0.2,0.34,0.7,1.32,2.06
607,67.83,-175.83,607,VANKAREM,0.2,0.34,0.69,1.27,2.02
608,70.98,-178.48,608,VRANGELIA,0.2,0.34,0.67,1.25,2.0
609,72.37,52.7,609,MALYE_KARMAKULY,0.04,0.22,0.5,0.91,1.51
610,73.0,119.87,610,UST_OLENEK,0.17,0.3,0.63,1.2,1.88
611,73.5,80.4,611,DIKSON,0.1,0.25,0.57,1.04,1.66
612,75.42,88.9,612,STERLEGOVA,0.09,0.25,0.57,1.05,1.67
613,66.97,-171.93,613,NETTEN,0.19,0.33,0.67,1.23,2.0
614,39.9,119.6,614,QINHUANGDAO,0.19,0.29,0.54,0.99,1.78
615,76.27,94.77,615,PRAVDY,0.09,0.25,0.57,1.06,1.69
616,68.9,-179.37,616,MYS_SHMIDTA,0.2,0.34,0.7,1.29,2.04
617,65.85,-169.13,617,RATMANOVA,0.21,0.32,0.6,1.08,1.85
618,-18.47,-70.33,618,ARICA,0.26,0.34,0.55,0.93,1.7
619,-27.07,-70.83,619,CALDERA,0.25,0.33,0.54,0.9,1.67
620,78.08,106.82,620,MALYI_TAIMYR,0.09,0.25,0.56,1.14,1.8
621,67.48,-174.65,621,KOLUCHIN,0.2,0.34,0.68,1.25,2.01
622,69.82,60.75,622,UGORSKII_SHAR,0.1,0.26,0.56,1.03,1.64
627,34.47,136.85,627,TOBA,0.26,0.36,0.62,1.1,1.96
634,35.35,25.15,634,IRAKLION,0.18,0.3,0.55,0.95,1.67
635,36.94,140.89,635,ONAHAMA,0.23,0.34,0.62,1.13,2.0
636,37.16,-75.99,636,KIPTOPEKE_BEACH,0.29,0.39,0.66,1.08,1.84
637,-19.25,146.83,637,TOWNSVILLE_I,0.26,0.35,0.58,1.02,1.84
638,64.15,-21.94,638,REYKJAVIK,-0.39,0.06,0.26,0.55,1.04
639,1.83,-78.73,639,TUMACO,0.25,0.34,0.57,0.97,1.79
640,73.93,124.5,640,DUNAI,0.17,0.3,0.63,1.2,1.89
641,76.0,137.87,641,KOTELNYI,0.16,0.3,0.63,1.2,1.89
642,73.33,139.87,642,KIGILIAH,0.17,0.31,0.66,1.25,1.96
643,54.18,15.55,643,KOLOBRZEG,0.19,0.31,0.61,1.05,1.68
644,54.58,16.87,644,USTKA,0.18,0.31,0.61,1.05,1.68
645,54.8,18.42,645,WLADYSLAWOWO,0.18,0.31,0.61,1.05,1.69
646,76.8,110.75,646,ANDREIA,0.13,0.27,0.59,1.17,1.82
647,76.95,68.55,647,ZHELANIA_II,-0.33,-0.04,0.21,0.61,1.12
648,77.6,101.52,648,GEIBERGA,0.08,0.24,0.55,1.09,1.73
649,71.55,130.03,649,MUOSTAH,0.17,0.31,0.66,1.24,1.93
650,70.63,162.48,650,CHETYREHSTOLBOVOI,0.2,0.34,0.7,1.32,2.05
651,70.45,59.08,651,BOLVANSKII_NOS,0.09,0.25,0.55,1.0,1.62
652,74.67,112.93,652,PREOBRAZHENIA,0.15,0.29,0.61,1.19,1.85
653,73.33,70.05,653,POPOVA,0.06,0.22,0.52,0.97,1.57
655,77.17,96.43,655,RUSSKII,0.08,0.24,0.56,1.07,1.7
656,78.2,103.27,656,SOLNECHNAIA,0.08,0.24,0.55,1.12,1.76
657,72.83,140.73,657,SVIATOI_NOS,0.17,0.31,0.66,1.25,1.96
658,74.88,142.12,658,ZEMLIA_BUNGE,0.17,0.31,0.65,1.24,1.94
661,34.2,129.3,661,IZUHARA,0.27,0.36,0.6,1.05,1.9
662,64.42,-173.23,662,PROVIDENIA,0.21,0.31,0.55,0.98,1.75
663,35.48,135.4,663,MAIZURU_I,0.28,0.37,0.62,1.07,1.93
664,11.25,125.0,664,TACLOBAN,0.19,0.31,0.61,1.02,1.89
665,11.37,162.35,665,ENEWETOK,0.27,0.37,0.64,1.06,1.99
667,75.53,113.43,667,MARII_PRONCHISHEVOI,0.14,0.28,0.6,1.18,1.84
668,8.27,-82.87,668,PUERTO_ARMUELLES,0.26,0.35,0.58,0.98,1.82
669,34.03,131.8,669,TOKUYAMA_I,0.27,0.36,0.62,1.06,1.92
679,41.25,141.15,679,OMINATO,0.24,0.34,0.59,1.08,1.93
680,69.65,18.96,680,TROMSO,-0.0,0.21,0.5,0.91,1.47
681,68.8,16.55,681,HARSTAD,0.01,0.22,0.52,0.92,1.49
682,63.11,7.73,682,KRISTIANSUND,0.05,0.23,0.52,0.93,1.52
683,-41.05,145.91,683,BURNIE,0.23,0.32,0.54,0.91,1.65
684,68.97,33.05,684,MURMANSK,0.07,0.25,0.57,0.98,1.57
685,43.51,16.39,685,SPLIT_RT_MARJANA,0.15,0.26,0.51,0.9,1.57
686,16.83,-99.92,686,ACAPULCO,0.26,0.34,0.57,0.96,1.8
687,68.97,33.05,687,MURMANSK_II,0.07,0.25,0.57,0.98,1.57
688,48.77,-123.45,688,FULFORD_HARBOUR,0.17,0.26,0.45,0.79,1.58
689,16.17,-95.2,689,SALINA_CRUZ,0.25,0.34,0.57,0.96,1.8
690,21.3,-89.67,690,PROGRESO,0.28,0.37,0.61,1.04,1.87
692,18.15,-94.42,692,COATZACOALCOS,0.28,0.37,0.61,1.04,1.87
693,27.92,-110.9,693,GUAYMAS,0.23,0.31,0.51,0.89,1.72
695,24.17,-110.35,695,LA_PAZ,0.26,0.34,0.55,0.94,1.79
696,12.85,74.83,696,MANGALORE,0.23,0.31,0.55,0.99,1.8
701,34.14,135.19,701,KAINAN,0.26,0.36,0.62,1.09,1.95
703,57.12,8.6,703,HANSTHOLM,0.14,0.29,0.58,1.0,1.63
704,79.5,76.98,704,VISE,-0.08,0.13,0.38,0.83,1.41
707,77.5,82.2,707,UEDINENIA,0.03,0.21,0.48,0.93,1.54
708,69.88,175.77,708,BILLINGA,0.2,0.34,0.69,1.29,2.03
710,76.18,62.58,710,RUSSKAIA_GAVAN_II,-0.47,-0.13,0.12,0.46,0.93
711,76.2,62.58,711,RUSSKAYA_GAVAN,-0.48,-0.14,0.12,0.45,0.92
712,23.2,-106.42,712,MAZATLAN,0.25,0.33,0.54,0.92,1.76
721,40.9,140.86,721,ASAMUSHI,0.25,0.34,0.59,1.08,1.94
722,35.29,139.65,722,YOKOSUKA,0.26,0.36,0.63,1.1,1.97
723,38.87,121.68,723,DALIAN,0.22,0.31,0.56,1.02,1.82
724,1.47,103.83,724,SEMBAWANG,0.26,0.35,0.59,1.0,1.84
725,28.95,-95.31,725,FREEPORT,0.27,0.36,0.59,1.02,1.82
726,-25.02,-47.93,726,CANANEIA,0.24,0.32,0.56,0.96,1.74
727,24.45,118.07,727,XIAMEN,0.24,0.33,0.59,0.99,1.82
728,75.95,82.95,728,IZVESTIA_TSIK,0.07,0.23,0.54,0.98,1.6
729,79.55,90.62,729,GOLOMIANYI,0.03,0.2,0.49,0.98,1.6
730,69.93,167.98,730,AION,0.19,0.33,0.7,1.32,2.06
731,37.53,121.38,731,YANTAI,0.22,0.31,0.56,1.02,1.82
732,71.42,67.58,732,MORZHOVAIA,0.09,0.25,0.55,1.02,1.63
734,77.15,89.2,734,ISACHENKO,0.07,0.23,0.54,1.0,1.62
735,71.95,132.77,735,BUORHAIA,0.17,0.31,0.66,1.24,1.94
736,73.65,109.73,736,KOSYSTYI,0.16,0.29,0.61,1.19,1.85
737,19.05,-104.33,737,MANZANILLO,0.26,0.34,0.56,0.95,1.8
738,78.6,98.83,738,KRASNOFLOTSKIE,0.05,0.22,0.53,1.05,1.68
752,38.56,139.55,752,NEZUGASEKI,0.28,0.37,0.61,1.08,1.94
753,37.36,138.51,753,KASHIWAZAKI,0.28,0.37,0.61,1.07,1.93
754,52.47,1.75,754,LOWESTOFT,0.13,0.28,0.58,1.01,1.66
755,55.75,-4.91,755,MILLPORT,0.11,0.27,0.54,0.93,1.56
756,21.95,-159.35,756,NAWILIWILI_BAY,0.28,0.38,0.65,1.12,2.06
757,53.88,-166.54,757,UNALASKA,0.18,0.29,0.53,0.93,1.79
758,70.66,23.68,758,HAMMERFEST,0.0,0.21,0.52,0.91,1.48
759,17.97,-67.05,759,MAGUEYES_ISLAND,0.26,0.36,0.61,1.0,1.83
760,42.66,18.06,760,DUBROVNIK,0.16,0.27,0.52,0.91,1.59
761,45.08,13.63,761,ROVINJ,0.15,0.26,0.5,0.88,1.55
762,54.66,11.35,762,RODBYHAVN,0.11,0.28,0.63,1.1,1.73
763,43.36,-8.4,763,LA_CORUNA_II,0.2,0.32,0.57,0.97,1.68
764,-34.65,-54.15,764,LA_PALOMA,0.22,0.3,0.54,0.92,1.67
765,53.4,-3.02,765,BIRKENHEAD,0.14,0.28,0.55,0.94,1.58
766,33.6,-117.88,766,NEWPORT_BAY,0.21,0.29,0.49,0.88,1.72
767,70.37,72.57,767,TADIBE-IAHA,0.12,0.27,0.58,1.06,1.68
768,18.77,-95.77,768,ALVARADO,0.27,0.37,0.61,1.04,1.87
772,44.35,143.37,772,MONBETU_I,0.26,0.34,0.56,0.98,1.83
775,41.77,-70.5,775,SANDWICH_MARINA,0.24,0.37,0.68,1.14,1.89
776,41.74,-70.62,776,BUZZARDS_BAY,0.24,0.37,0.68,1.14,1.88
786,39.56,-75.57,786,REEDY_POINT,0.28,0.39,0.66,1.09,1.83
787,-41.26,173.27,787,NELSON,0.22,0.32,0.57,1.0,1.74
788,43.73,7.42,788,MONACO,0.18,0.29,0.54,0.92,1.6
789,54.37,10.16,789,KIEL-HOLTENAU,0.18,0.31,0.59,1.02,1.66
790,73.55,118.67,790,TERPIAI-TUMSA,0.17,0.3,0.63,1.2,1.87
791,41.18,-8.7,791,LEIXOES,0.22,0.33,0.57,0.96,1.67
792,70.08,170.93,792,VALKARKAI,0.2,0.34,0.7,1.32,2.05
795,31.85,-116.63,795,ENSENADA,0.22,0.3,0.51,0.9,1.74
796,18.63,-91.85,796,CIUDAD_DEL_CARMEN,0.28,0.37,0.61,1.04,1.87
808,35.01,138.52,808,SHIMIZU-MINATO,0.26,0.36,0.63,1.09,1.96
809,34.01,134.59,809,KOMATSUSHIMA,0.26,0.36,0.62,1.08,1.94
810,32.62,130.45,810,MISUMI,0.27,0.36,0.62,1.07,1.93
811,35.55,133.24,811,SAKAI,0.27,0.36,0.62,1.07,1.93
812,34.49,133.95,812,UNO,0.27,0.36,0.62,1.07,1.92
813,41.78,140.72,813,HAKODATE_I,0.26,0.35,0.58,1.04,1.9
814,31.58,131.41,814,ABURATSU,0.26,0.36,0.64,1.09,1.95
815,32.78,132.96,815,TOSA_SHIMIZU,0.25,0.35,0.63,1.09,1.95
816,34.22,135.15,816,WAKAYAMA,0.26,0.36,0.62,1.08,1.95
817,34.34,135.18,817,TAN-NOWA,0.26,0.36,0.62,1.08,1.94
818,-31.52,159.07,818,LORD_HOWE_ISLAND,0.27,0.36,0.59,1.06,1.86
819,-38.03,-57.52,819,MAR_DEL_PLATA,0.21,0.29,0.52,0.89,1.62
820,-33.95,25.63,820,PORT_ELIZABETH,0.29,0.38,0.63,1.03,1.86
821,-29.06,167.95,821,NORFOLK_ISLAND,0.25,0.35,0.58,1.0,1.83
822,-27.37,153.17,822,BRISBANE,0.26,0.34,0.58,1.0,1.8
823,21.43,-157.79,823,MOKUOLOE_ISLAND,0.28,0.38,0.65,1.11,2.05
824,52.98,158.65,824,PETROPAVLOVSK-KAMCHATSKY,0.24,0.32,0.54,0.94,1.78
825,-23.85,151.31,825,GLADSTONE,0.26,0.35,0.58,1.01,1.82
826,-34.19,18.44,826,SIMONS_BAY,0.3,0.38,0.63,1.02,1.85
827,59.55,150.72,827,NAGAEVO,0.23,0.32,0.53,0.92,1.72
828,29.29,-94.79,828,GALVESTON_I,0.27,0.36,0.6,1.02,1.82
829,53.25,-132.07,829,QUEEN_CHARLOTTE_CITY,0.19,0.28,0.48,0.82,1.62
830,60.15,-1.14,830,LERWICK,0.05,0.24,0.54,0.96,1.57
831,-34.47,150.91,831,PORT_KEMBLA,0.25,0.33,0.59,1.03,1.79
832,-34.57,-58.4,832,PALERMO,0.21,0.29,0.52,0.89,1.62
833,-37.07,149.91,833,EDEN,0.24,0.32,0.59,1.03,1.78
834,-33.32,115.66,834,BUNBURY,0.23,0.33,0.56,0.94,1.73
835,-17.5,140.83,835,KARUMBA,0.2,0.31,0.56,0.99,1.8
836,-29.26,16.87,836,PORT_NOLLOTH,0.3,0.39,0.62,1.02,1.85
837,-32.92,151.79,837,NEWCASTLE_V,0.25,0.34,0.59,1.04,1.81
838,-42.88,147.34,838,HOBART,0.22,0.31,0.56,0.99,1.72
839,62.02,-6.77,839,TORSHAVN,-0.01,0.21,0.45,0.81,1.39
841,20.67,106.8,841,HONDAU,0.24,0.33,0.57,0.96,1.77
842,48.55,-124.42,842,PORT_RENFREW,0.18,0.27,0.46,0.81,1.6
843,39.45,-31.12,843,SANTA_CRUZ_DAS_FLORES,0.17,0.29,0.54,1.0,1.75
845,33.97,130.95,845,SHIMONOSEKI_I,0.27,0.36,0.61,1.06,1.91
846,34.68,135.18,846,KOBE,0.27,0.36,0.62,1.08,1.93
847,34.35,134.05,847,TAKAMATSU,0.27,0.36,0.62,1.07,1.93
848,40.95,-73.08,848,PORT_JEFFERSON,0.26,0.38,0.67,1.11,1.85
852,-22.3,166.43,852,NOUMEA-CHALEIX,0.26,0.36,0.59,1.05,1.89
856,40.89,-73.78,856,NEW_ROCHELLE,0.26,0.38,0.67,1.1,1.84
857,-38.03,-57.53,857,MAR_DEL_PLATA,0.21,0.29,0.52,0.89,1.62
859,69.6,60.22,859,BELYI_NOS,0.11,0.26,0.57,1.03,1.64
860,35.08,136.88,860,NAGOYA,0.27,0.37,0.62,1.08,1.95
910,-34.18,22.14,910,MOSSEL_BAY,0.3,0.39,0.63,1.02,1.84
911,-26.64,15.15,911,LUDERITZ,0.3,0.38,0.63,1.03,1.86
912,33.95,130.97,912,MOZI,0.27,0.36,0.61,1.06,1.91
913,-65.25,-64.26,913,ARGENTINE_ISLANDS,-1.04,-0.38,0.01,0.42,1.04
914,-22.95,14.5,914,WALVIS_BAY,0.29,0.38,0.63,1.04,1.87
916,55.37,-7.33,916,MALIN_HEAD,0.1,0.27,0.54,0.93,1.57
917,71.87,82.7,917,SOPOCHNAIA_KARGA,0.13,0.27,0.6,1.08,1.7
918,21.0,-97.33,918,TUXPAN,0.26,0.36,0.6,1.04,1.86
919,26.07,-97.15,919,PADRE_ISLAND,0.26,0.36,0.59,1.03,1.84
933,21.58,111.82,933,ZHAPO,0.24,0.33,0.59,0.98,1.8
934,28.08,121.28,934,KANMEN,0.25,0.34,0.59,1.03,1.86
935,-12.47,130.85,935,DARWIN,0.23,0.34,0.58,1.01,1.84
936,54.03,-2.92,936,HEYSHAM,0.14,0.28,0.55,0.94,1.58
937,76.15,152.83,937,ZHOHOVA,0.16,0.31,0.66,1.25,1.96
950,-34.05,23.05,950,KNYSNA,0.3,0.39,0.63,1.03,1.85
952,35.63,139.75,952,SIBAURA,0.25,0.36,0.62,1.1,1.97
953,-16.92,145.78,953,CAIRNS,0.27,0.35,0.58,1.04,1.86
954,34.78,126.38,954,MOKPO,0.25,0.34,0.59,1.04,1.88
955,35.1,129.04,955,BUSAN,0.27,0.35,0.6,1.04,1.88
956,37.45,126.59,956,INCHEON,0.25,0.34,0.58,1.03,1.86
957,-35.03,117.89,957,ALBANY,0.25,0.34,0.56,0.93,1.72
958,43.4,3.7,958,SETE,0.19,0.29,0.54,0.92,1.6
960,38.34,-0.48,960,ALICANTE,0.23,0.32,0.56,0.96,1.66
970,35.15,128.65,970,CHINHAE,0.26,0.35,0.59,1.04,1.88
979,32.13,121.62,979,LUSI,0.24,0.34,0.58,1.03,1.85
980,43.11,5.91,980,TOULON,0.19,0.29,0.55,0.93,1.61
981,36.15,-5.36,981,GIBRALTAR,0.24,0.34,0.58,0.97,1.69
982,50.37,-4.19,982,DEVONPORT,0.16,0.29,0.55,0.96,1.62
983,-12.12,96.89,983,COCOS_ISLAND,0.27,0.37,0.61,1.03,1.92
984,52.17,-128.13,984,BELLA_BELLA,0.17,0.26,0.46,0.8,1.59
985,36.54,-6.29,985,CADIZ_III,0.24,0.34,0.58,0.98,1.69
996,-39.06,174.03,996,PORT_TARANAKI,0.22,0.32,0.57,1.01,1.77
997,35.5,129.39,997,ULSAN,0.27,0.35,0.6,1.04,1.88
998,-44.39,171.26,998,TIMARU_HARBOUR,0.22,0.31,0.56,0.99,1.71
1000,69.42,-132.97,1000,TUKTOYAKTUK,0.14,0.28,0.57,1.06,1.76
1001,18.46,-66.11,1001,SAN_JUAN,0.27,0.36,0.61,1.01,1.84
1002,22.98,88.4,1002,TRIBENI,0.18,0.28,0.5,0.91,1.68
1003,18.8,105.77,1003,HONNGU,0.24,0.33,0.57,0.96,1.77
1006,79.43,102.48,1006,PESCHANYI,0.03,0.2,0.51,1.06,1.7
1007,39.17,127.45,1007,WONSAN,0.26,0.34,0.57,1.02,1.84
1009,45.55,13.72,1009,KOPER,0.14,0.26,0.49,0.88,1.54
1011,13.57,-89.83,1011,ACAJUTLA,0.25,0.34,0.57,0.97,1.81
1012,80.62,58.05,1012,KRENKELIA,-0.37,-0.07,0.14,0.52,1.03
1013,34.35,-119.44,1013,RINCON_ISLAND,0.21,0.3,0.5,0.89,1.73
1018,28.38,129.5,1018,NASE_II,0.26,0.36,0.65,1.12,1.99
1019,73.15,128.88,1019,SAGYLLAH-ARY,0.17,0.31,0.64,1.22,1.91
1020,22.25,-97.8,1020,CIUDAD_MADERO,0.26,0.36,0.6,1.03,1.85
1026,34.9,136.82,1026,ONISAKI,0.27,0.37,0.62,1.09,1.95
1027,43.21,140.86,1027,OSHORO_II,0.26,0.35,0.57,1.02,1.87
1028,34.35,132.46,1028,HIROSIMA,0.27,0.36,0.62,1.07,1.92
1030,32.64,-16.91,1030,FUNCHAL,0.25,0.36,0.64,1.11,1.87
1031,-28.78,114.6,1031,GERALDTON,0.21,0.32,0.56,0.96,1.77
1032,-22.9,-43.17,1032,ILHA_FISCAL,0.25,0.33,0.58,0.97,1.77
1033,-38.37,145.22,1033,STONY_POINT,0.23,0.32,0.53,0.88,1.63
1034,22.44,114.18,1034,TAI_PO_KAU,0.24,0.33,0.59,0.98,1.81
1036,54.62,8.38,1036,AMRUM,0.13,0.28,0.58,1.01,1.65
1037,53.56,6.75,1037,BORKUM,0.14,0.28,0.58,1.01,1.65
1038,26.55,-97.42,1038,PORT_MANSFIELD,0.26,0.36,0.59,1.02,1.83
1049,5.62,0.0,1049,TEMA,0.29,0.37,0.61,1.01,1.8
1060,34.07,139.48,1060,MIYAKE_SIMA,0.26,0.37,0.65,1.11,1.99
1061,34.21,139.13,1061,KOZU_SIMA,0.25,0.36,0.64,1.11,1.99
1062,33.86,132.71,1062,MATSUYAMA_II,0.26,0.36,0.62,1.07,1.92
1064,34.62,138.88,1064,MINAMI_IZU,0.25,0.36,0.63,1.1,1.97
1065,-35.76,174.35,1065,WHANGAREI_HARBOUR,0.23,0.33,0.59,1.03,1.81
1066,33.53,126.54,1066,JEJU,0.26,0.35,0.6,1.04,1.89
1067,61.24,-149.89,1067,ANCHORAGE,-0.53,-0.32,-0.07,0.13,0.89
1068,41.17,-73.18,1068,BRIDGEPORT,0.25,0.37,0.67,1.11,1.84
1069,-35.56,138.64,1069,VICTOR_HARBOUR,0.23,0.32,0.53,0.88,1.64
1070,59.44,-151.72,1070,SELDOVIA,-0.02,0.11,0.33,0.61,1.4
1071,50.72,-127.48,1071,PORT_HARDY,0.17,0.26,0.46,0.8,1.59
1072,8.75,78.2,1072,TUTICORIN,0.25,0.33,0.57,1.01,1.84
1074,56.02,-3.45,1074,ROSYTH,0.11,0.27,0.55,0.96,1.59
1075,42.08,19.08,1075,BAR,0.17,0.28,0.52,0.91,1.59
1078,47.13,-2.25,1078,POINTE_ST. GILDAS,0.19,0.3,0.55,0.94,1.62
1080,15.7,-88.62,1080,SANTO_TOMAS_DE_CASTILLA,0.29,0.37,0.62,1.02,1.85
1089,34.68,137.61,1089,MAISAKA,0.26,0.36,0.62,1.1,1.97
1090,33.56,135.9,1090,URAGAMI,0.24,0.35,0.62,1.11,1.98
1091,34.79,139.39,1091,OKADA,0.26,0.36,0.64,1.1,1.98
1093,38.47,139.25,1093,AWA_SIMA,0.28,0.37,0.61,1.08,1.94
1094,33.62,130.41,1094,HAKATA,0.27,0.36,0.61,1.06,1.91
1095,36.2,133.33,1095,SAIGO,0.27,0.36,0.62,1.07,1.93
1096,30.73,130.99,1096,NISINOOMOTE,0.26,0.36,0.64,1.09,1.96
1097,31.02,130.69,1097,ODOMARI,0.26,0.36,0.63,1.08,1.95
1098,34.34,134.91,1098,SUMOTO,0.26,0.36,0.62,1.08,1.94
1099,34.66,135.43,1099,OSAKA,0.27,0.36,0.62,1.08,1.94
1100,32.73,129.87,1100,NAGASAKI,0.27,0.36,0.62,1.07,1.92
1101,32.7,128.85,1101,FUKUE,0.27,0.36,0.62,1.07,1.93
1102,32.98,130.22,1102,OURA,0.27,0.36,0.62,1.07,1.92
1103,45.41,141.69,1103,WAKKANAI,0.26,0.34,0.56,0.99,1.83
1104,44.02,144.29,1104,ABASHIRI,0.25,0.34,0.56,0.99,1.84
1105,29.84,129.85,1105,NAKANO_SIMA,0.27,0.36,0.64,1.11,1.98
1106,26.65,-81.87,1106,FORT_MYERS,0.28,0.37,0.62,1.04,1.85
1107,26.13,-81.81,1107,NAPLES,0.29,0.38,0.63,1.05,1.87
1108,37.55,129.12,1108,MUKHO,0.27,0.35,0.6,1.05,1.88
1109,58.44,-3.09,1109,WICK,0.08,0.26,0.54,0.94,1.56
1111,41.28,-70.1,1111,NANTUCKET_ISLAND,0.23,0.37,0.68,1.15,1.9
1112,57.9,-5.16,1112,ULLAPOOL,0.08,0.25,0.53,0.92,1.54
1113,59.0,9.86,1113,HELGEROA,0.14,0.29,0.57,0.99,1.61
1114,-33.87,121.9,1114,ESPERANCE,0.25,0.34,0.55,0.92,1.7
1115,-24.9,113.65,1115,CARNARVON,0.22,0.33,0.57,0.98,1.8
1116,-15.45,128.1,1116,WYNDHAM,0.23,0.33,0.57,0.99,1.8
1118,-41.18,146.36,1118,DEVONPORT,0.23,0.32,0.54,0.92,1.66
1121,45.68,-62.7,1121,PICTOU,0.2,0.35,0.67,1.14,1.86
1128,69.08,76.85,1128,ANTIPAIUTA,0.18,0.3,0.6,1.08,1.71
1146,34.08,136.21,1146,OWASE,0.26,0.36,0.62,1.1,1.96
1147,33.16,129.72,1147,SASEBO_II,0.27,0.36,0.61,1.07,1.92
1148,35.59,134.32,1148,TAJIRI,0.27,0.36,0.62,1.07,1.93
1149,39.64,141.98,1149,MIYAKO_II,0.18,0.31,0.61,1.19,2.05
1150,33.68,135.38,1150,SHIRAHAMA,0.25,0.35,0.62,1.1,1.96
1151,26.21,127.67,1151,NAHA,0.24,0.35,0.64,1.1,1.97
1152,48.65,-123.45,1152,PATRICIA_BAY,0.17,0.26,0.46,0.8,1.59
1153,38.97,-74.96,1153,CAPE_MAY,0.28,0.39,0.66,1.09,1.85
1154,-24.77,152.38,1154,BUNDABERG,0.26,0.35,0.58,1.01,1.82
1155,34.75,127.77,1155,YEOSU,0.26,0.35,0.59,1.04,1.88
1156,30.25,-88.08,1156,DAUPHIN_ISLAND,0.26,0.35,0.6,1.02,1.81
1157,-12.67,141.87,1157,WEIPA,0.24,0.34,0.58,1.01,1.85
1158,43.83,-66.13,1158,YARMOUTH,0.22,0.36,0.67,1.14,1.87
1159,-18.0,122.22,1159,BROOME,0.23,0.33,0.58,1.0,1.82
1160,-13.86,136.42,1160,MILNER_BAY,0.21,0.32,0.57,1.0,1.82
1161,20.27,86.7,1161,PARADIP,0.19,0.29,0.52,0.93,1.72
1162,23.1,-82.47,1162,SIBONEY,0.28,0.37,0.61,1.01,1.83
1164,-4.2,152.18,1164,RABAUL,0.2,0.32,0.59,1.02,1.9
1190,36.25,136.15,1190,MIKUNI,0.28,0.37,0.62,1.07,1.93
1191,35.13,140.25,1191,KATSUURA,0.25,0.35,0.63,1.12,2.0
1193,29.73,-84.98,1193,APALACHICOLA,0.27,0.37,0.61,1.03,1.83
1194,42.35,140.95,1194,MURORAN,0.26,0.34,0.58,1.04,1.89
1195,-33.91,18.43,1195,CAPE_TOWN,0.29,0.38,0.63,1.02,1.85
1196,44.62,-124.04,1196,SOUTH_BEACH,0.21,0.3,0.52,0.87,1.69
1197,54.99,9.99,1197,FYNSHAV,0.17,0.3,0.59,1.02,1.65
1199,49.13,-66.48,1199,STE-ANNE-DES-MONTS,0.18,0.34,0.65,1.11,1.8
1200,70.15,72.57,1200,SE-LAHA,0.13,0.27,0.58,1.06,1.69
1209,34.24,132.55,1209,KURE_IV,0.27,0.36,0.62,1.07,1.92
1210,34.04,131.8,1210,TOKUYAMA_II,0.27,0.36,0.62,1.06,1.92
1211,62.36,17.53,1211,SPIKARNA,0.11,0.27,0.57,0.98,1.58
1212,33.23,132.55,1212,UWAJIMA_II,0.26,0.35,0.63,1.08,1.93
1213,49.0,-64.38,1213,RIVIERE-AU-RENARD,0.19,0.34,0.65,1.12,1.81
